출발지,도착지,날짜,출발시간,도착시간,항공편,총 소요 시간,가격,좌석등급,Monthly,Weekend
1.0,3.0,2023-08-20,14,16,0,120,169200,economy,8,6
1.0,3.0,2023-08-20,8,9,0,110,175900,economy,8,6
1.0,3.0,2023-08-20,12,14,0,110,175900,economy,8,6
1.0,3.0,2023-08-20,13,15,0,110,181800,economy,8,6
1.0,3.0,2023-08-20,13,15,0,110,188900,economy,8,6
1.0,3.0,2023-08-20,14,16,0,115,188900,economy,8,6
1.0,3.0,2023-08-20,13,15,0,120,189200,economy,8,6
1.0,3.0,2023-08-20,7,9,0,110,189200,economy,8,6
1.0,3.0,2023-08-20,15,17,0,110,191400,economy,8,6
1.0,3.0,2023-08-20,13,15,0,110,191400,economy,8,6
1.0,3.0,2023-08-20,15,17,0,100,192400,economy,8,6
1.0,3.0,2023-08-20,7,9,0,110,200500,economy,8,6
1.0,3.0,2023-08-20,7,9,0,115,216000,economy,8,6
1.0,3.0,2023-08-20,16,18,0,110,216000,economy,8,6
1.0,3.0,2023-08-20,9,11,0,110,219200,economy,8,6
1.0,3.0,2023-08-20,9,11,0,110,220200,economy,8,6
1.0,3.0,2023-08-20,8,9,0,105,232400,economy,8,6
1.0,3.0,2023-08-20,14,15,0,105,232400,economy,8,6
1.0,3.0,2023-08-20,10,12,0,110,238000,economy,8,6
1.0,3.0,2023-08-20,9,11,0,105,241000,economy,8,6
1.0,3.0,2023-08-20,19,21,0,105,279000,economy,8,6
1.0,3.0,2023-08-20,17,18,0,110,310000,economy,8,6
1.0,3.0,2023-08-20,15,17,0,115,332800,economy,8,6
1.0,3.0,2023-08-20,18,21,0,125,332800,economy,8,6
1.0,3.0,2023-08-20,18,21,0,125,365500,economy,8,6
1.0,3.0,2023-08-20,15,17,0,115,365500,economy,8,6
1.0,3.0,2023-08-20,9,11,0,105,365500,economy,8,6
1.0,3.0,2023-08-20,14,15,0,105,366000,economy,8,6
1.0,3.0,2023-08-20,8,9,0,105,366000,economy,8,6
1.0,3.0,2023-08-20,19,21,0,105,366000,economy,8,6
1.0,3.0,2023-08-20,6,7,1,1525,445200,economy,8,6
1.0,3.0,2023-08-20,6,14,1,1925,445200,economy,8,6
1.0,3.0,2023-08-20,11,7,1,1245,453200,economy,8,6
1.0,3.0,2023-08-20,11,14,1,1645,453200,economy,8,6
1.0,3.0,2023-08-20,6,8,1,1545,463300,economy,8,6
1.0,3.0,2023-08-20,11,8,1,1250,468300,economy,8,6
1.0,3.0,2023-08-20,21,18,1,1300,500600,economy,8,6
1.0,3.0,2023-08-20,13,17,1,1665,579200,economy,8,6
1.0,3.0,2023-08-20,21,8,1,660,604300,economy,8,6
1.0,3.0,2023-08-20,11,18,1,430,623600,economy,8,6
1.0,3.0,2023-08-20,21,8,1,705,649500,economy,8,6
1.0,3.0,2023-08-20,18,8,1,820,690300,economy,8,6
1.0,3.0,2023-08-20,9,22,1,790,690300,economy,8,6
1.0,3.0,2023-08-20,12,13,1,1465,724500,economy,8,6
1.0,3.0,2023-08-20,12,21,1,485,724500,economy,8,6
1.0,3.0,2023-08-20,9,19,1,630,735500,economy,8,6
1.0,3.0,2023-08-20,18,8,1,865,735500,economy,8,6
1.0,3.0,2023-08-20,9,17,1,535,735500,economy,8,6
1.0,3.0,2023-08-20,9,16,1,465,735500,economy,8,6
1.0,3.0,2023-08-20,9,22,1,800,741800,economy,8,6
1.0,3.0,2023-08-20,9,19,1,630,741800,economy,8,6
1.0,3.0,2023-08-20,9,21,1,770,741800,economy,8,6
1.0,3.0,2023-08-20,21,8,1,705,741800,economy,8,6
1.0,3.0,2023-08-20,9,17,1,535,741800,economy,8,6
1.0,3.0,2023-08-20,9,16,1,465,741800,economy,8,6
1.0,3.0,2023-08-20,16,21,1,1720,764500,economy,8,6
1.0,3.0,2023-08-20,16,13,1,1260,764500,economy,8,6
1.0,3.0,2023-08-20,8,20,1,670,854700,economy,8,6
1.0,3.0,2023-08-20,9,19,1,580,869000,economy,8,6
1.0,3.0,2023-08-20,17,21,1,1625,874900,economy,8,6
1.0,3.0,2023-08-20,20,8,1,740,891700,economy,8,6
1.0,3.0,2023-08-20,9,21,1,685,917500,economy,8,6
1.0,3.0,2023-08-20,9,20,1,620,917500,economy,8,6
1.0,3.0,2023-08-20,12,21,1,485,962300,economy,8,6
1.0,3.0,2023-08-20,12,21,1,485,1019600,economy,8,6
1.0,3.0,2023-08-20,12,21,1,485,1019600,economy,8,6
1.0,3.0,2023-08-20,9,18,1,540,1026300,economy,8,6
1.0,3.0,2023-08-20,9,22,1,790,1026300,economy,8,6
1.0,3.0,2023-08-20,19,6,1,695,1072900,economy,8,6
1.0,3.0,2023-08-20,12,20,1,440,1131600,economy,8,6
1.0,3.0,2023-08-20,17,13,1,1165,1238000,economy,8,6
1.0,3.0,2023-08-20,12,13,1,1465,1258000,economy,8,6
1.0,3.0,2023-08-20,22,11,1,800,1330000,economy,8,6
1.0,3.0,2023-08-20,10,17,1,435,1748500,economy,8,6
1.0,3.0,2023-08-20,20,6,1,620,1944700,economy,8,6
1.0,3.0,2023-08-20,19,12,1,1015,2307900,economy,8,6
1.0,3.0,2023-08-20,12,12,1,1410,2307900,economy,8,6
1.0,3.0,2023-08-20,10,21,1,675,2773600,economy,8,6
1.0,3.0,2023-08-21,19,21,0,105,167200,economy,8,5
1.0,3.0,2023-08-21,8,9,0,105,167200,economy,8,5
1.0,3.0,2023-08-21,14,15,0,105,167200,economy,8,5
1.0,3.0,2023-08-21,13,15,0,120,169200,economy,8,5
1.0,3.0,2023-08-21,12,13,0,105,175900,economy,8,5
1.0,3.0,2023-08-21,8,9,0,110,175900,economy,8,5
1.0,3.0,2023-08-21,15,17,0,100,175900,economy,8,5
1.0,3.0,2023-08-21,11,13,0,110,181800,economy,8,5
1.0,3.0,2023-08-21,13,15,0,110,181800,economy,8,5
1.0,3.0,2023-08-21,13,15,0,110,188900,economy,8,5
1.0,3.0,2023-08-21,16,18,0,110,188900,economy,8,5
1.0,3.0,2023-08-21,7,9,0,110,189200,economy,8,5
1.0,3.0,2023-08-21,13,15,0,120,189200,economy,8,5
1.0,3.0,2023-08-21,13,15,0,110,191400,economy,8,5
1.0,3.0,2023-08-21,7,9,0,110,200500,economy,8,5
1.0,3.0,2023-08-21,9,11,0,110,220200,economy,8,5
1.0,3.0,2023-08-21,7,9,0,115,238000,economy,8,5
1.0,3.0,2023-08-21,15,17,0,115,241000,economy,8,5
1.0,3.0,2023-08-21,9,11,0,105,241000,economy,8,5
1.0,3.0,2023-08-21,17,18,0,110,247300,economy,8,5
1.0,3.0,2023-08-21,9,11,0,110,247300,economy,8,5
1.0,3.0,2023-08-21,10,12,0,110,260000,economy,8,5
1.0,3.0,2023-08-21,18,21,0,125,263500,economy,8,5
1.0,3.0,2023-08-21,15,17,0,115,365500,economy,8,5
1.0,3.0,2023-08-21,9,11,0,105,365500,economy,8,5
1.0,3.0,2023-08-21,18,21,0,125,365500,economy,8,5
1.0,3.0,2023-08-21,14,15,0,105,366000,economy,8,5
1.0,3.0,2023-08-21,8,9,0,105,366000,economy,8,5
1.0,3.0,2023-08-21,19,21,0,105,366000,economy,8,5
1.0,3.0,2023-08-21,11,7,1,1245,395600,economy,8,5
1.0,3.0,2023-08-21,6,7,1,1525,395600,economy,8,5
1.0,3.0,2023-08-21,11,14,1,1645,417800,economy,8,5
1.0,3.0,2023-08-21,6,14,1,1925,417800,economy,8,5
1.0,3.0,2023-08-21,11,8,1,1250,468300,economy,8,5
1.0,3.0,2023-08-21,6,8,1,1545,468300,economy,8,5
1.0,3.0,2023-08-21,16,15,1,1380,495300,economy,8,5
1.0,3.0,2023-08-21,16,13,1,1260,495300,economy,8,5
1.0,3.0,2023-08-21,17,21,1,1625,515700,economy,8,5
1.0,3.0,2023-08-21,11,18,1,430,517300,economy,8,5
1.0,3.0,2023-08-21,13,17,1,1665,549500,economy,8,5
1.0,3.0,2023-08-21,18,6,1,755,561200,economy,8,5
1.0,3.0,2023-08-21,16,8,1,970,640300,economy,8,5
1.0,3.0,2023-08-21,18,8,1,820,640300,economy,8,5
1.0,3.0,2023-08-21,12,21,1,485,652600,economy,8,5
1.0,3.0,2023-08-21,12,21,1,485,652800,economy,8,5
1.0,3.0,2023-08-21,12,13,1,1465,652800,economy,8,5
1.0,3.0,2023-08-21,12,15,1,1585,652800,economy,8,5
1.0,3.0,2023-08-21,16,21,1,1720,669500,economy,8,5
1.0,3.0,2023-08-21,11,22,1,645,681300,economy,8,5
1.0,3.0,2023-08-21,16,8,1,1015,685500,economy,8,5
1.0,3.0,2023-08-21,18,8,1,865,685500,economy,8,5
1.0,3.0,2023-08-21,9,22,1,790,690300,economy,8,5
1.0,3.0,2023-08-21,12,21,1,485,709900,economy,8,5
1.0,3.0,2023-08-21,11,21,1,625,726500,economy,8,5
1.0,3.0,2023-08-21,11,19,1,485,726500,economy,8,5
1.0,3.0,2023-08-21,9,19,1,630,735500,economy,8,5
1.0,3.0,2023-08-21,9,16,1,465,735500,economy,8,5
1.0,3.0,2023-08-21,9,17,1,535,735500,economy,8,5
1.0,3.0,2023-08-21,9,16,1,465,741800,economy,8,5
1.0,3.0,2023-08-21,9,17,1,535,741800,economy,8,5
1.0,3.0,2023-08-21,9,22,1,800,741800,economy,8,5
1.0,3.0,2023-08-21,9,21,1,770,741800,economy,8,5
1.0,3.0,2023-08-21,9,19,1,630,741800,economy,8,5
1.0,3.0,2023-08-21,13,8,1,1105,760100,economy,8,5
1.0,3.0,2023-08-21,17,13,1,1165,854900,economy,8,5
1.0,3.0,2023-08-21,9,19,1,580,856000,economy,8,5
1.0,3.0,2023-08-21,9,18,1,585,868400,economy,8,5
1.0,3.0,2023-08-21,22,11,1,800,868800,economy,8,5
1.0,3.0,2023-08-21,12,21,1,485,874900,economy,8,5
1.0,3.0,2023-08-21,12,13,1,1465,874900,economy,8,5
1.0,3.0,2023-08-21,20,8,1,740,891700,economy,8,5
1.0,3.0,2023-08-21,19,6,1,695,908600,economy,8,5
1.0,3.0,2023-08-21,9,20,1,620,917500,economy,8,5
1.0,3.0,2023-08-21,9,21,1,685,917500,economy,8,5
1.0,3.0,2023-08-21,17,15,1,1285,979600,economy,8,5
1.0,3.0,2023-08-21,12,15,1,1585,999600,economy,8,5
1.0,3.0,2023-08-21,16,16,1,1430,1124900,economy,8,5
1.0,3.0,2023-08-21,12,20,1,440,1151600,economy,8,5
1.0,3.0,2023-08-21,14,16,1,1535,1154900,economy,8,5
1.0,3.0,2023-08-21,10,17,1,435,1748500,economy,8,5
1.0,3.0,2023-08-21,20,6,1,620,1944700,economy,8,5
1.0,3.0,2023-08-21,10,21,1,675,1944700,economy,8,5
1.0,3.0,2023-08-22,16,18,0,110,148000,economy,8,4
1.0,3.0,2023-08-22,7,9,0,110,149200,economy,8,4
1.0,3.0,2023-08-22,13,15,0,110,158500,economy,8,4
1.0,3.0,2023-08-22,13,15,0,120,159200,economy,8,4
1.0,3.0,2023-08-22,12,14,0,110,159400,economy,8,4
1.0,3.0,2023-08-22,8,9,0,110,159400,economy,8,4
1.0,3.0,2023-08-22,15,17,0,100,159400,economy,8,4
1.0,3.0,2023-08-22,8,9,0,105,167200,economy,8,4
1.0,3.0,2023-08-22,14,15,0,105,167200,economy,8,4
1.0,3.0,2023-08-22,19,21,0,105,167200,economy,8,4
1.0,3.0,2023-08-22,9,11,0,110,167800,economy,8,4
1.0,3.0,2023-08-22,7,9,0,110,167800,economy,8,4
1.0,3.0,2023-08-22,11,12,0,105,167800,economy,8,4
1.0,3.0,2023-08-22,13,15,0,110,172200,economy,8,4
1.0,3.0,2023-08-22,15,17,0,110,172200,economy,8,4
1.0,3.0,2023-08-22,14,16,0,115,173500,economy,8,4
1.0,3.0,2023-08-22,13,15,0,110,173500,economy,8,4
1.0,3.0,2023-08-22,7,9,0,115,173500,economy,8,4
1.0,3.0,2023-08-22,9,11,0,110,191400,economy,8,4
1.0,3.0,2023-08-22,17,18,0,110,200500,economy,8,4
1.0,3.0,2023-08-22,9,11,0,105,205400,economy,8,4
1.0,3.0,2023-08-22,15,17,0,115,205400,economy,8,4
1.0,3.0,2023-08-22,10,12,0,110,216000,economy,8,4
1.0,3.0,2023-08-22,18,21,0,125,263500,economy,8,4
1.0,3.0,2023-08-22,9,11,0,105,365500,economy,8,4
1.0,3.0,2023-08-22,15,17,0,115,365500,economy,8,4
1.0,3.0,2023-08-22,18,21,0,125,365500,economy,8,4
1.0,3.0,2023-08-22,19,21,0,105,366000,economy,8,4
1.0,3.0,2023-08-22,8,9,0,105,366000,economy,8,4
1.0,3.0,2023-08-22,14,15,0,105,366000,economy,8,4
1.0,3.0,2023-08-22,6,14,1,1925,412800,economy,8,4
1.0,3.0,2023-08-22,6,7,1,1525,412800,economy,8,4
1.0,3.0,2023-08-22,11,7,1,1245,417800,economy,8,4
1.0,3.0,2023-08-22,11,14,1,1645,417800,economy,8,4
1.0,3.0,2023-08-22,6,8,1,1545,427000,economy,8,4
1.0,3.0,2023-08-22,11,8,1,1250,437000,economy,8,4
1.0,3.0,2023-08-22,21,18,1,1300,500600,economy,8,4
1.0,3.0,2023-08-22,12,21,1,485,515700,economy,8,4
1.0,3.0,2023-08-22,17,21,1,1625,515700,economy,8,4
1.0,3.0,2023-08-22,13,17,1,1665,579200,economy,8,4
1.0,3.0,2023-08-22,11,22,1,645,592300,economy,8,4
1.0,3.0,2023-08-22,18,8,1,820,592300,economy,8,4
1.0,3.0,2023-08-22,16,8,1,970,592300,economy,8,4
1.0,3.0,2023-08-22,11,19,1,485,637500,economy,8,4
1.0,3.0,2023-08-22,18,8,1,865,637500,economy,8,4
1.0,3.0,2023-08-22,9,22,1,790,640300,economy,8,4
1.0,3.0,2023-08-22,16,21,1,1720,652800,economy,8,4
1.0,3.0,2023-08-22,12,21,1,485,669500,economy,8,4
1.0,3.0,2023-08-22,21,8,1,660,679800,economy,8,4
1.0,3.0,2023-08-22,9,16,1,465,685500,economy,8,4
1.0,3.0,2023-08-22,9,17,1,535,685500,economy,8,4
1.0,3.0,2023-08-22,9,19,1,630,685500,economy,8,4
1.0,3.0,2023-08-22,21,8,1,705,725000,economy,8,4
1.0,3.0,2023-08-22,9,16,1,465,741800,economy,8,4
1.0,3.0,2023-08-22,9,17,1,535,741800,economy,8,4
1.0,3.0,2023-08-22,9,19,1,630,741800,economy,8,4
1.0,3.0,2023-08-22,9,21,1,770,741800,economy,8,4
1.0,3.0,2023-08-22,13,8,1,1105,760100,economy,8,4
1.0,3.0,2023-08-22,12,21,1,515,788200,economy,8,4
1.0,3.0,2023-08-22,12,13,1,1465,834500,economy,8,4
1.0,3.0,2023-08-22,16,13,1,1260,854500,economy,8,4
1.0,3.0,2023-08-22,9,19,1,580,856000,economy,8,4
1.0,3.0,2023-08-22,9,21,1,685,917500,economy,8,4
1.0,3.0,2023-08-22,9,20,1,620,917500,economy,8,4
1.0,3.0,2023-08-22,12,21,1,485,922300,economy,8,4
1.0,3.0,2023-08-22,13,21,1,460,957200,economy,8,4
1.0,3.0,2023-08-22,12,13,1,1465,979600,economy,8,4
1.0,3.0,2023-08-22,17,13,1,1165,979600,economy,8,4
1.0,3.0,2023-08-22,12,21,1,485,979600,economy,8,4
1.0,3.0,2023-08-22,9,18,1,540,1026300,economy,8,4
1.0,3.0,2023-08-22,11,18,1,440,1305800,economy,8,4
1.0,3.0,2023-08-22,12,12,1,1410,1365300,economy,8,4
1.0,3.0,2023-08-22,19,12,1,1015,1365300,economy,8,4
1.0,3.0,2023-08-22,10,17,1,435,1748500,economy,8,4
1.0,3.0,2023-08-22,20,6,1,620,1944700,economy,8,4
1.0,3.0,2023-08-23,14,16,0,120,139200,economy,8,3
1.0,3.0,2023-08-23,8,9,0,110,142800,economy,8,3
1.0,3.0,2023-08-23,15,17,0,100,142800,economy,8,3
1.0,3.0,2023-08-23,14,16,0,115,148000,economy,8,3
1.0,3.0,2023-08-23,16,18,0,110,148000,economy,8,3
1.0,3.0,2023-08-23,13,15,0,120,149200,economy,8,3
1.0,3.0,2023-08-23,7,9,0,110,149200,economy,8,3
1.0,3.0,2023-08-23,13,15,0,110,153000,economy,8,3
1.0,3.0,2023-08-23,13,15,0,110,158200,economy,8,3
1.0,3.0,2023-08-23,7,9,0,110,158500,economy,8,3
1.0,3.0,2023-08-23,13,15,0,110,158500,economy,8,3
1.0,3.0,2023-08-23,12,14,0,110,159400,economy,8,3
1.0,3.0,2023-08-23,8,9,0,105,167200,economy,8,3
1.0,3.0,2023-08-23,14,15,0,105,167200,economy,8,3
1.0,3.0,2023-08-23,9,11,0,110,172200,economy,8,3
1.0,3.0,2023-08-23,15,17,0,110,172200,economy,8,3
1.0,3.0,2023-08-23,7,9,0,115,173500,economy,8,3
1.0,3.0,2023-08-23,9,11,0,110,181800,economy,8,3
1.0,3.0,2023-08-23,10,12,0,110,188900,economy,8,3
1.0,3.0,2023-08-23,17,18,0,110,219200,economy,8,3
1.0,3.0,2023-08-23,19,21,0,105,232400,economy,8,3
1.0,3.0,2023-08-23,15,17,0,115,241000,economy,8,3
1.0,3.0,2023-08-23,18,21,0,125,241000,economy,8,3
1.0,3.0,2023-08-23,9,11,0,105,241000,economy,8,3
1.0,3.0,2023-08-23,9,11,0,105,365500,economy,8,3
1.0,3.0,2023-08-23,15,17,0,115,365500,economy,8,3
1.0,3.0,2023-08-23,18,21,0,125,365500,economy,8,3
1.0,3.0,2023-08-23,14,15,0,105,366000,economy,8,3
1.0,3.0,2023-08-23,19,21,0,105,366000,economy,8,3
1.0,3.0,2023-08-23,8,9,0,105,366000,economy,8,3
1.0,3.0,2023-08-23,11,14,1,1645,377400,economy,8,3
1.0,3.0,2023-08-23,6,14,1,1925,377400,economy,8,3
1.0,3.0,2023-08-23,11,7,1,1245,417800,economy,8,3
1.0,3.0,2023-08-23,6,7,1,1525,417800,economy,8,3
1.0,3.0,2023-08-23,11,8,1,1250,427000,economy,8,3
1.0,3.0,2023-08-23,6,8,1,1545,427000,economy,8,3
1.0,3.0,2023-08-23,12,15,1,1585,495300,economy,8,3
1.0,3.0,2023-08-23,12,13,1,1465,495300,economy,8,3
1.0,3.0,2023-08-23,12,21,1,485,495300,economy,8,3
1.0,3.0,2023-08-23,11,12,1,1470,500600,economy,8,3
1.0,3.0,2023-08-23,11,18,1,430,500600,economy,8,3
1.0,3.0,2023-08-23,21,12,1,900,500600,economy,8,3
1.0,3.0,2023-08-23,16,21,1,1720,515300,economy,8,3
1.0,3.0,2023-08-23,16,15,1,1380,515300,economy,8,3
1.0,3.0,2023-08-23,16,13,1,1260,515300,economy,8,3
1.0,3.0,2023-08-23,12,21,1,485,515700,economy,8,3
1.0,3.0,2023-08-23,12,15,1,1585,515700,economy,8,3
1.0,3.0,2023-08-23,17,15,1,1285,515700,economy,8,3
1.0,3.0,2023-08-23,12,21,1,485,540900,economy,8,3
1.0,3.0,2023-08-23,22,11,1,800,545400,economy,8,3
1.0,3.0,2023-08-23,13,17,1,1665,579200,economy,8,3
1.0,3.0,2023-08-23,9,22,1,790,592300,economy,8,3
1.0,3.0,2023-08-23,18,8,1,820,592300,economy,8,3
1.0,3.0,2023-08-23,12,21,1,485,598200,economy,8,3
1.0,3.0,2023-08-23,8,19,1,645,611900,economy,8,3
1.0,3.0,2023-08-23,18,8,1,865,637500,economy,8,3
1.0,3.0,2023-08-23,9,19,1,630,637500,economy,8,3
1.0,3.0,2023-08-23,9,16,1,465,637500,economy,8,3
1.0,3.0,2023-08-23,9,17,1,535,637500,economy,8,3
1.0,3.0,2023-08-23,17,21,1,1625,689900,economy,8,3
1.0,3.0,2023-08-23,9,17,1,535,741800,economy,8,3
1.0,3.0,2023-08-23,9,16,1,465,741800,economy,8,3
1.0,3.0,2023-08-23,9,22,1,800,741800,economy,8,3
1.0,3.0,2023-08-23,9,19,1,630,741800,economy,8,3
1.0,3.0,2023-08-23,9,21,1,770,741800,economy,8,3
1.0,3.0,2023-08-23,12,13,1,1465,744900,economy,8,3
1.0,3.0,2023-08-23,17,13,1,1165,744900,economy,8,3
1.0,3.0,2023-08-23,20,8,1,740,891700,economy,8,3
1.0,3.0,2023-08-23,14,21,1,420,917500,economy,8,3
1.0,3.0,2023-08-23,16,16,1,1430,961700,economy,8,3
1.0,3.0,2023-08-23,14,16,1,1535,991700,economy,8,3
1.0,3.0,2023-08-23,9,22,1,790,1026300,economy,8,3
1.0,3.0,2023-08-23,9,18,1,540,1026300,economy,8,3
1.0,3.0,2023-08-23,12,20,1,440,1131600,economy,8,3
1.0,3.0,2023-08-23,8,18,1,590,1171400,economy,8,3
1.0,3.0,2023-08-23,10,17,1,435,1748500,economy,8,3
1.0,3.0,2023-08-23,20,6,1,620,1944700,economy,8,3
1.0,3.0,2023-08-24,8,9,0,110,142800,economy,8,2
1.0,3.0,2023-08-24,12,13,0,105,142800,economy,8,2
1.0,3.0,2023-08-24,7,9,0,110,149200,economy,8,2
1.0,3.0,2023-08-24,14,16,0,115,158200,economy,8,2
1.0,3.0,2023-08-24,16,18,0,110,158200,economy,8,2
1.0,3.0,2023-08-24,7,9,0,110,158500,economy,8,2
1.0,3.0,2023-08-24,15,17,0,100,159400,economy,8,2
1.0,3.0,2023-08-24,19,21,0,105,167200,economy,8,2
1.0,3.0,2023-08-24,14,15,0,105,167200,economy,8,2
1.0,3.0,2023-08-24,8,9,0,105,167200,economy,8,2
1.0,3.0,2023-08-24,9,11,0,110,167800,economy,8,2
1.0,3.0,2023-08-24,13,15,0,110,167800,economy,8,2
1.0,3.0,2023-08-24,13,15,0,120,169200,economy,8,2
1.0,3.0,2023-08-24,13,15,0,110,172200,economy,8,2
1.0,3.0,2023-08-24,15,17,0,110,172200,economy,8,2
1.0,3.0,2023-08-24,7,9,0,115,173500,economy,8,2
1.0,3.0,2023-08-24,13,15,0,110,173500,economy,8,2
1.0,3.0,2023-08-24,10,12,0,110,173500,economy,8,2
1.0,3.0,2023-08-24,9,11,0,110,191400,economy,8,2
1.0,3.0,2023-08-24,15,17,0,115,241000,economy,8,2
1.0,3.0,2023-08-24,9,11,0,105,241000,economy,8,2
1.0,3.0,2023-08-24,18,21,0,125,241000,economy,8,2
1.0,3.0,2023-08-24,17,18,0,110,280000,economy,8,2
1.0,3.0,2023-08-24,15,17,0,115,365500,economy,8,2
1.0,3.0,2023-08-24,9,11,0,105,365500,economy,8,2
1.0,3.0,2023-08-24,18,21,0,125,365500,economy,8,2
1.0,3.0,2023-08-24,19,21,0,105,366000,economy,8,2
1.0,3.0,2023-08-24,14,15,0,105,366000,economy,8,2
1.0,3.0,2023-08-24,8,9,0,105,366000,economy,8,2
1.0,3.0,2023-08-24,11,7,1,1245,377400,economy,8,2
1.0,3.0,2023-08-24,6,7,1,1525,377400,economy,8,2
1.0,3.0,2023-08-24,11,14,1,1645,445200,economy,8,2
1.0,3.0,2023-08-24,6,14,1,1925,445200,economy,8,2
1.0,3.0,2023-08-24,16,21,1,1720,495300,economy,8,2
1.0,3.0,2023-08-24,16,13,1,1260,495300,economy,8,2
1.0,3.0,2023-08-24,12,21,1,485,495300,economy,8,2
1.0,3.0,2023-08-24,12,13,1,1465,495300,economy,8,2
1.0,3.0,2023-08-24,21,18,1,1300,500600,economy,8,2
1.0,3.0,2023-08-24,11,22,1,645,568300,economy,8,2
1.0,3.0,2023-08-24,18,8,1,820,568300,economy,8,2
1.0,3.0,2023-08-24,13,17,1,1665,579200,economy,8,2
1.0,3.0,2023-08-24,9,22,1,790,592300,economy,8,2
1.0,3.0,2023-08-24,18,8,1,865,613500,economy,8,2
1.0,3.0,2023-08-24,11,21,1,625,613500,economy,8,2
1.0,3.0,2023-08-24,11,19,1,485,613500,economy,8,2
1.0,3.0,2023-08-24,6,8,1,1545,619800,economy,8,2
1.0,3.0,2023-08-24,11,8,1,1250,619800,economy,8,2
1.0,3.0,2023-08-24,12,21,1,485,632600,economy,8,2
1.0,3.0,2023-08-24,9,19,1,630,637500,economy,8,2
1.0,3.0,2023-08-24,9,16,1,465,637500,economy,8,2
1.0,3.0,2023-08-24,9,17,1,535,637500,economy,8,2
1.0,3.0,2023-08-24,13,8,1,1105,670300,economy,8,2
1.0,3.0,2023-08-24,12,21,1,485,689900,economy,8,2
1.0,3.0,2023-08-24,9,22,1,800,741800,economy,8,2
1.0,3.0,2023-08-24,9,21,1,770,741800,economy,8,2
1.0,3.0,2023-08-24,9,19,1,630,741800,economy,8,2
1.0,3.0,2023-08-24,9,16,1,465,741800,economy,8,2
1.0,3.0,2023-08-24,9,17,1,535,741800,economy,8,2
1.0,3.0,2023-08-24,17,21,1,1625,744900,economy,8,2
1.0,3.0,2023-08-24,12,13,1,1465,854900,economy,8,2
1.0,3.0,2023-08-24,17,13,1,1165,854900,economy,8,2
1.0,3.0,2023-08-24,9,19,1,580,856000,economy,8,2
1.0,3.0,2023-08-24,9,21,1,685,917500,economy,8,2
1.0,3.0,2023-08-24,9,20,1,620,917500,economy,8,2
1.0,3.0,2023-08-24,12,21,1,485,979600,economy,8,2
1.0,3.0,2023-08-24,9,22,1,790,1026300,economy,8,2
1.0,3.0,2023-08-24,9,18,1,540,1026300,economy,8,2
1.0,3.0,2023-08-24,12,20,1,440,1131600,economy,8,2
1.0,3.0,2023-08-24,19,12,1,1015,1275200,economy,8,2
1.0,3.0,2023-08-24,12,12,1,1410,1275200,economy,8,2
1.0,3.0,2023-08-24,11,18,1,440,1305800,economy,8,2
1.0,3.0,2023-08-24,10,17,1,435,1748500,economy,8,2
1.0,3.0,2023-08-24,20,6,1,620,1944700,economy,8,2
1.0,3.0,2023-08-25,12,13,0,105,142800,economy,8,1
1.0,3.0,2023-08-25,15,17,0,100,142800,economy,8,1
1.0,3.0,2023-08-25,13,15,0,120,149200,economy,8,1
1.0,3.0,2023-08-25,13,15,0,110,153000,economy,8,1
1.0,3.0,2023-08-25,13,15,0,110,158200,economy,8,1
1.0,3.0,2023-08-25,16,18,0,110,158200,economy,8,1
1.0,3.0,2023-08-25,14,16,0,115,158200,economy,8,1
1.0,3.0,2023-08-25,13,15,0,110,158500,economy,8,1
1.0,3.0,2023-08-25,14,16,0,120,159200,economy,8,1
1.0,3.0,2023-08-25,7,9,0,110,159200,economy,8,1
1.0,3.0,2023-08-25,8,9,0,110,159400,economy,8,1
1.0,3.0,2023-08-25,8,9,0,105,167200,economy,8,1
1.0,3.0,2023-08-25,14,15,0,105,167200,economy,8,1
1.0,3.0,2023-08-25,19,21,0,105,167200,economy,8,1
1.0,3.0,2023-08-25,11,13,0,110,167800,economy,8,1
1.0,3.0,2023-08-25,9,11,0,110,167800,economy,8,1
1.0,3.0,2023-08-25,7,9,0,110,167800,economy,8,1
1.0,3.0,2023-08-25,15,17,0,110,172200,economy,8,1
1.0,3.0,2023-08-25,9,11,0,110,172200,economy,8,1
1.0,3.0,2023-08-25,7,9,0,115,188900,economy,8,1
1.0,3.0,2023-08-25,10,12,0,110,188900,economy,8,1
1.0,3.0,2023-08-25,15,17,0,115,205400,economy,8,1
1.0,3.0,2023-08-25,17,18,0,110,219200,economy,8,1
1.0,3.0,2023-08-25,9,11,0,105,241000,economy,8,1
1.0,3.0,2023-08-25,18,21,0,125,241000,economy,8,1
1.0,3.0,2023-08-25,15,17,0,115,365500,economy,8,1
1.0,3.0,2023-08-25,9,11,0,105,365500,economy,8,1
1.0,3.0,2023-08-25,18,21,0,125,365500,economy,8,1
1.0,3.0,2023-08-25,14,15,0,105,366000,economy,8,1
1.0,3.0,2023-08-25,8,9,0,105,366000,economy,8,1
1.0,3.0,2023-08-25,19,21,0,105,366000,economy,8,1
1.0,3.0,2023-08-25,11,7,1,1245,417800,economy,8,1
1.0,3.0,2023-08-25,11,14,1,1645,417800,economy,8,1
