출발지,도착지,날짜,출발시간,도착시간,항공편,총 소요 시간,가격,좌석등급,Monthly,Weekend
3.0,2.0,2023-09-14,14,22,1,480,494800,economy,9,2
3.0,2.0,2023-09-14,8,17,1,590,494800,economy,9,2
3.0,2.0,2023-09-14,8,22,1,840,494800,economy,9,2
3.0,2.0,2023-09-14,12,17,1,310,494800,economy,9,2
3.0,2.0,2023-09-14,17,22,1,280,494800,economy,9,2
3.0,2.0,2023-09-14,9,22,1,780,494800,economy,9,2
3.0,2.0,2023-09-14,9,17,1,530,494800,economy,9,2
3.0,2.0,2023-09-14,12,22,1,560,494800,economy,9,2
3.0,2.0,2023-09-14,7,22,1,900,494800,economy,9,2
3.0,2.0,2023-09-14,17,9,1,970,501600,economy,9,2
3.0,2.0,2023-09-14,21,9,1,765,501600,economy,9,2
3.0,2.0,2023-09-14,20,9,1,835,501600,economy,9,2
3.0,2.0,2023-09-14,19,9,1,895,501600,economy,9,2
3.0,2.0,2023-09-14,8,14,1,330,501600,economy,9,2
3.0,2.0,2023-09-14,12,22,1,590,556900,economy,9,2
3.0,2.0,2023-09-14,12,17,1,340,556900,economy,9,2
3.0,2.0,2023-09-14,14,22,1,480,556900,economy,9,2
3.0,2.0,2023-09-14,8,17,1,545,556900,economy,9,2
3.0,2.0,2023-09-14,15,22,1,380,556900,economy,9,2
3.0,2.0,2023-09-14,10,22,1,675,556900,economy,9,2
3.0,2.0,2023-09-14,10,17,1,425,556900,economy,9,2
3.0,2.0,2023-09-14,14,5,1,875,558500,economy,9,2
3.0,2.0,2023-09-14,7,19,1,740,617300,economy,9,2
3.0,2.0,2023-09-14,12,19,1,400,617300,economy,9,2
3.0,2.0,2023-09-14,11,19,1,480,617300,economy,9,2
3.0,2.0,2023-09-14,11,22,1,655,617300,economy,9,2
3.0,2.0,2023-09-14,14,22,1,495,617300,economy,9,2
3.0,2.0,2023-09-14,8,22,1,855,617300,economy,9,2
3.0,2.0,2023-09-14,14,19,1,320,617300,economy,9,2
3.0,2.0,2023-09-14,10,19,1,540,617300,economy,9,2
3.0,2.0,2023-09-14,17,22,1,295,617300,economy,9,2
3.0,2.0,2023-09-14,9,22,1,795,617300,economy,9,2
3.0,2.0,2023-09-14,7,15,1,480,617300,economy,9,2
3.0,2.0,2023-09-14,12,22,1,575,617300,economy,9,2
3.0,2.0,2023-09-14,9,19,1,620,617300,economy,9,2
3.0,2.0,2023-09-14,10,22,1,715,617300,economy,9,2
3.0,2.0,2023-09-14,8,15,1,420,617300,economy,9,2
3.0,2.0,2023-09-14,8,19,1,680,617300,economy,9,2
3.0,2.0,2023-09-14,16,22,1,375,617300,economy,9,2
3.0,2.0,2023-09-14,15,22,1,435,617300,economy,9,2
3.0,2.0,2023-09-14,9,15,1,360,617300,economy,9,2
3.0,2.0,2023-09-14,7,22,1,915,617300,economy,9,2
3.0,2.0,2023-09-14,12,12,1,1435,624700,economy,9,2
3.0,2.0,2023-09-14,12,21,1,525,646400,economy,9,2
3.0,2.0,2023-09-14,12,13,1,1495,743600,economy,9,2
3.0,2.0,2023-09-14,12,13,1,1495,806200,economy,9,2
3.0,2.0,2023-09-14,12,21,1,525,816300,economy,9,2
3.0,2.0,2023-09-14,20,13,1,1010,933500,economy,9,2
3.0,2.0,2023-09-14,20,23,1,1629,964800,economy,9,2
3.0,2.0,2023-09-14,7,21,1,840,4486300,economy,9,2
3.0,2.0,2023-09-14,7,6,1,1375,4486300,economy,9,2
3.0,2.0,2023-09-15,8,1,1,975,339800,economy,9,1
3.0,2.0,2023-09-15,15,22,1,430,361100,economy,9,1
3.0,2.0,2023-09-15,14,22,1,530,361100,economy,9,1
3.0,2.0,2023-09-15,8,22,1,845,361100,economy,9,1
3.0,2.0,2023-09-15,10,22,1,725,361100,economy,9,1
3.0,2.0,2023-09-15,10,22,1,720,361100,economy,9,1
3.0,2.0,2023-09-15,16,22,1,380,361100,economy,9,1
3.0,2.0,2023-09-15,20,22,1,1610,361100,economy,9,1
3.0,2.0,2023-09-15,21,22,1,1540,361100,economy,9,1
3.0,2.0,2023-09-15,7,22,1,945,361100,economy,9,1
3.0,2.0,2023-09-15,12,22,1,640,361100,economy,9,1
3.0,2.0,2023-09-15,8,22,1,885,361100,economy,9,1
3.0,2.0,2023-09-15,14,21,1,420,490600,economy,9,1
3.0,2.0,2023-09-15,15,21,1,320,490600,economy,9,1
3.0,2.0,2023-09-15,8,21,1,735,490600,economy,9,1
3.0,2.0,2023-09-15,12,18,1,380,490600,economy,9,1
3.0,2.0,2023-09-15,19,11,1,970,490600,economy,9,1
3.0,2.0,2023-09-15,10,21,1,615,490600,economy,9,1
3.0,2.0,2023-09-15,20,11,1,910,490600,economy,9,1
3.0,2.0,2023-09-15,8,18,1,585,490600,economy,9,1
3.0,2.0,2023-09-15,12,21,1,530,490600,economy,9,1
3.0,2.0,2023-09-15,21,11,1,840,490600,economy,9,1
3.0,2.0,2023-09-15,10,18,1,465,490600,economy,9,1
3.0,2.0,2023-09-15,14,18,1,270,490600,economy,9,1
3.0,2.0,2023-09-15,14,23,1,570,494800,economy,9,1
3.0,2.0,2023-09-15,17,22,1,280,494800,economy,9,1
3.0,2.0,2023-09-15,16,22,1,360,494800,economy,9,1
3.0,2.0,2023-09-15,8,22,1,840,494800,economy,9,1
3.0,2.0,2023-09-15,8,23,1,930,494800,economy,9,1
3.0,2.0,2023-09-15,8,17,1,590,494800,economy,9,1
3.0,2.0,2023-09-15,16,23,1,450,494800,economy,9,1
3.0,2.0,2023-09-15,10,23,1,790,494800,economy,9,1
3.0,2.0,2023-09-15,12,22,1,560,494800,economy,9,1
3.0,2.0,2023-09-15,12,23,1,650,494800,economy,9,1
3.0,2.0,2023-09-15,12,17,1,310,494800,economy,9,1
3.0,2.0,2023-09-15,7,23,1,990,494800,economy,9,1
3.0,2.0,2023-09-15,7,17,1,650,494800,economy,9,1
3.0,2.0,2023-09-15,10,17,1,450,494800,economy,9,1
3.0,2.0,2023-09-15,10,22,1,700,494800,economy,9,1
3.0,2.0,2023-09-15,14,22,1,480,494800,economy,9,1
3.0,2.0,2023-09-15,7,22,1,900,494800,economy,9,1
3.0,2.0,2023-09-15,20,9,1,835,501600,economy,9,1
3.0,2.0,2023-09-15,21,14,1,1025,501600,economy,9,1
3.0,2.0,2023-09-15,21,9,1,765,501600,economy,9,1
3.0,2.0,2023-09-15,17,9,1,970,501600,economy,9,1
3.0,2.0,2023-09-15,19,9,1,895,501600,economy,9,1
3.0,2.0,2023-09-15,10,17,1,425,556900,economy,9,1
3.0,2.0,2023-09-15,14,22,1,480,556900,economy,9,1
3.0,2.0,2023-09-15,15,23,1,470,556900,economy,9,1
3.0,2.0,2023-09-15,8,17,1,545,556900,economy,9,1
3.0,2.0,2023-09-15,12,17,1,340,556900,economy,9,1
3.0,2.0,2023-09-15,15,22,1,380,556900,economy,9,1
3.0,2.0,2023-09-15,12,21,1,525,604100,economy,9,1
3.0,2.0,2023-09-15,10,19,1,540,617300,economy,9,1
3.0,2.0,2023-09-15,16,22,1,375,617300,economy,9,1
3.0,2.0,2023-09-15,12,22,1,575,617300,economy,9,1
3.0,2.0,2023-09-15,17,22,1,295,617300,economy,9,1
3.0,2.0,2023-09-15,14,22,1,495,617300,economy,9,1
3.0,2.0,2023-09-15,10,22,1,715,617300,economy,9,1
3.0,2.0,2023-09-15,14,19,1,320,617300,economy,9,1
3.0,2.0,2023-09-15,8,22,1,855,617300,economy,9,1
3.0,2.0,2023-09-15,7,19,1,740,617300,economy,9,1
3.0,2.0,2023-09-15,12,19,1,400,617300,economy,9,1
3.0,2.0,2023-09-15,8,19,1,680,617300,economy,9,1
3.0,2.0,2023-09-15,7,22,1,915,617300,economy,9,1
3.0,2.0,2023-09-15,12,12,1,1435,624700,economy,9,1
3.0,2.0,2023-09-15,12,21,1,525,728000,economy,9,1
3.0,2.0,2023-09-15,12,13,1,1495,785600,economy,9,1
3.0,2.0,2023-09-15,12,13,1,1495,806200,economy,9,1
3.0,2.0,2023-09-15,20,13,1,1010,933500,economy,9,1
3.0,2.0,2023-09-15,12,21,1,525,1005200,economy,9,1
3.0,2.0,2023-09-15,20,23,1,1629,1052800,economy,9,1
3.0,2.0,2023-09-16,8,1,1,975,339800,economy,9,0
3.0,2.0,2023-09-16,16,22,1,380,361100,economy,9,0
3.0,2.0,2023-09-16,8,22,1,845,361100,economy,9,0
3.0,2.0,2023-09-16,15,22,1,430,361100,economy,9,0
3.0,2.0,2023-09-16,8,22,1,885,361100,economy,9,0
3.0,2.0,2023-09-16,7,22,1,945,361100,economy,9,0
3.0,2.0,2023-09-16,14,22,1,530,361100,economy,9,0
3.0,2.0,2023-09-16,10,22,1,720,361100,economy,9,0
3.0,2.0,2023-09-16,10,22,1,725,361100,economy,9,0
3.0,2.0,2023-09-16,12,22,1,640,361100,economy,9,0
3.0,2.0,2023-09-16,20,22,1,1610,415100,economy,9,0
3.0,2.0,2023-09-16,21,22,1,1540,415100,economy,9,0
3.0,2.0,2023-09-16,11,15,1,1685,458500,economy,9,0
3.0,2.0,2023-09-16,15,21,1,320,490600,economy,9,0
3.0,2.0,2023-09-16,20,11,1,910,490600,economy,9,0
3.0,2.0,2023-09-16,14,21,1,420,490600,economy,9,0
3.0,2.0,2023-09-16,10,21,1,615,490600,economy,9,0
3.0,2.0,2023-09-16,14,18,1,270,490600,economy,9,0
3.0,2.0,2023-09-16,12,18,1,380,490600,economy,9,0
3.0,2.0,2023-09-16,12,21,1,530,490600,economy,9,0
3.0,2.0,2023-09-16,21,11,1,840,490600,economy,9,0
3.0,2.0,2023-09-16,10,18,1,465,490600,economy,9,0
3.0,2.0,2023-09-16,8,21,1,735,490600,economy,9,0
3.0,2.0,2023-09-16,8,18,1,585,490600,economy,9,0
3.0,2.0,2023-09-16,19,11,1,970,490600,economy,9,0
3.0,2.0,2023-09-16,16,22,1,360,494800,economy,9,0
3.0,2.0,2023-09-16,14,22,1,480,494800,economy,9,0
3.0,2.0,2023-09-16,7,17,1,650,494800,economy,9,0
3.0,2.0,2023-09-16,10,22,1,700,494800,economy,9,0
3.0,2.0,2023-09-16,17,22,1,280,494800,economy,9,0
3.0,2.0,2023-09-16,15,22,1,420,494800,economy,9,0
3.0,2.0,2023-09-16,8,22,1,840,494800,economy,9,0
3.0,2.0,2023-09-16,12,17,1,310,494800,economy,9,0
3.0,2.0,2023-09-16,7,22,1,900,494800,economy,9,0
3.0,2.0,2023-09-16,12,22,1,560,494800,economy,9,0
3.0,2.0,2023-09-16,8,17,1,590,494800,economy,9,0
3.0,2.0,2023-09-16,10,17,1,450,494800,economy,9,0
3.0,2.0,2023-09-16,8,14,1,330,501600,economy,9,0
3.0,2.0,2023-09-16,21,9,1,765,501600,economy,9,0
3.0,2.0,2023-09-16,17,9,1,970,501600,economy,9,0
3.0,2.0,2023-09-16,19,9,1,895,501600,economy,9,0
3.0,2.0,2023-09-16,20,9,1,835,501600,economy,9,0
3.0,2.0,2023-09-16,10,22,1,675,556900,economy,9,0
3.0,2.0,2023-09-16,12,22,1,590,556900,economy,9,0
3.0,2.0,2023-09-16,15,22,1,380,556900,economy,9,0
3.0,2.0,2023-09-16,10,17,1,425,556900,economy,9,0
3.0,2.0,2023-09-16,12,17,1,340,556900,economy,9,0
3.0,2.0,2023-09-16,8,17,1,545,556900,economy,9,0
3.0,2.0,2023-09-16,14,22,1,480,556900,economy,9,0
3.0,2.0,2023-09-16,12,21,1,525,562100,economy,9,0
3.0,2.0,2023-09-16,16,5,1,735,575900,economy,9,0
3.0,2.0,2023-09-16,16,22,1,1795,592300,economy,9,0
3.0,2.0,2023-09-16,12,19,1,400,617300,economy,9,0
3.0,2.0,2023-09-16,14,22,1,495,617300,economy,9,0
3.0,2.0,2023-09-16,7,22,1,915,617300,economy,9,0
3.0,2.0,2023-09-16,7,15,1,480,617300,economy,9,0
3.0,2.0,2023-09-16,8,19,1,680,617300,economy,9,0
3.0,2.0,2023-09-16,10,22,1,715,617300,economy,9,0
3.0,2.0,2023-09-16,17,22,1,295,617300,economy,9,0
3.0,2.0,2023-09-16,15,22,1,435,617300,economy,9,0
3.0,2.0,2023-09-16,8,22,1,855,617300,economy,9,0
3.0,2.0,2023-09-16,10,19,1,540,617300,economy,9,0
3.0,2.0,2023-09-16,8,15,1,420,617300,economy,9,0
3.0,2.0,2023-09-16,12,22,1,575,617300,economy,9,0
3.0,2.0,2023-09-16,7,19,1,740,617300,economy,9,0
3.0,2.0,2023-09-16,16,22,1,375,617300,economy,9,0
3.0,2.0,2023-09-16,14,19,1,320,617300,economy,9,0
3.0,2.0,2023-09-16,12,12,1,1435,624700,economy,9,0
3.0,2.0,2023-09-16,12,13,1,1495,743600,economy,9,0
3.0,2.0,2023-09-16,12,13,1,1495,806200,economy,9,0
3.0,2.0,2023-09-16,20,23,1,1629,884400,economy,9,0
3.0,2.0,2023-09-16,20,13,1,1010,923500,economy,9,0
3.0,2.0,2023-09-16,12,21,1,525,1005200,economy,9,0
3.0,2.0,2023-09-16,10,6,1,1245,1130700,economy,9,0
3.0,2.0,2023-09-16,7,21,1,840,4536300,economy,9,0
3.0,2.0,2023-09-16,7,6,1,1375,4536300,economy,9,0
3.0,2.0,2023-09-17,8,1,1,975,373800,economy,9,6
3.0,2.0,2023-09-17,12,23,1,650,395300,economy,9,6
3.0,2.0,2023-09-17,16,23,1,450,395300,economy,9,6
3.0,2.0,2023-09-17,15,23,1,510,395300,economy,9,6
3.0,2.0,2023-09-17,8,23,1,930,395300,economy,9,6
3.0,2.0,2023-09-17,10,23,1,790,395300,economy,9,6
3.0,2.0,2023-09-17,7,23,1,990,395300,economy,9,6
3.0,2.0,2023-09-17,14,23,1,570,395300,economy,9,6
3.0,2.0,2023-09-17,16,22,1,380,415100,economy,9,6
3.0,2.0,2023-09-17,10,22,1,720,415100,economy,9,6
3.0,2.0,2023-09-17,14,22,1,530,415100,economy,9,6
3.0,2.0,2023-09-17,10,22,1,725,415100,economy,9,6
3.0,2.0,2023-09-17,12,22,1,640,415100,economy,9,6
3.0,2.0,2023-09-17,8,22,1,885,415100,economy,9,6
3.0,2.0,2023-09-17,7,22,1,945,415100,economy,9,6
3.0,2.0,2023-09-17,8,22,1,845,415100,economy,9,6
3.0,2.0,2023-09-17,15,22,1,430,415100,economy,9,6
3.0,2.0,2023-09-17,12,23,1,680,457400,economy,9,6
3.0,2.0,2023-09-17,15,23,1,470,457400,economy,9,6
3.0,2.0,2023-09-17,14,23,1,570,457400,economy,9,6
3.0,2.0,2023-09-17,10,23,1,765,457400,economy,9,6
3.0,2.0,2023-09-17,15,21,1,320,490600,economy,9,6
3.0,2.0,2023-09-17,8,21,1,735,490600,economy,9,6
3.0,2.0,2023-09-17,8,18,1,585,490600,economy,9,6
3.0,2.0,2023-09-17,21,22,1,1540,490600,economy,9,6
3.0,2.0,2023-09-17,10,18,1,465,490600,economy,9,6
3.0,2.0,2023-09-17,20,22,1,1610,490600,economy,9,6
3.0,2.0,2023-09-17,14,21,1,420,490600,economy,9,6
3.0,2.0,2023-09-17,14,18,1,270,490600,economy,9,6
3.0,2.0,2023-09-17,10,21,1,615,490600,economy,9,6
3.0,2.0,2023-09-17,12,21,1,530,490600,economy,9,6
3.0,2.0,2023-09-17,12,18,1,380,490600,economy,9,6
3.0,2.0,2023-09-17,14,22,1,480,494800,economy,9,6
3.0,2.0,2023-09-17,7,22,1,900,494800,economy,9,6
3.0,2.0,2023-09-17,12,22,1,560,494800,economy,9,6
3.0,2.0,2023-09-17,8,17,1,590,494800,economy,9,6
3.0,2.0,2023-09-17,16,22,1,360,494800,economy,9,6
3.0,2.0,2023-09-17,10,17,1,450,494800,economy,9,6
3.0,2.0,2023-09-17,17,22,1,280,494800,economy,9,6
3.0,2.0,2023-09-17,15,22,1,420,494800,economy,9,6
3.0,2.0,2023-09-17,8,22,1,840,494800,economy,9,6
3.0,2.0,2023-09-17,12,17,1,310,494800,economy,9,6
3.0,2.0,2023-09-17,7,17,1,650,494800,economy,9,6
3.0,2.0,2023-09-17,10,22,1,700,494800,economy,9,6
3.0,2.0,2023-09-17,19,11,1,970,501600,economy,9,6
3.0,2.0,2023-09-17,21,11,1,840,501600,economy,9,6
3.0,2.0,2023-09-17,20,11,1,910,501600,economy,9,6
3.0,2.0,2023-09-17,13,1,1,700,517700,economy,9,6
3.0,2.0,2023-09-17,14,22,1,480,556900,economy,9,6
3.0,2.0,2023-09-17,8,17,1,545,556900,economy,9,6
3.0,2.0,2023-09-17,10,17,1,425,556900,economy,9,6
3.0,2.0,2023-09-17,15,22,1,380,556900,economy,9,6
3.0,2.0,2023-09-17,12,17,1,340,556900,economy,9,6
3.0,2.0,2023-09-17,12,12,1,1435,611800,economy,9,6
3.0,2.0,2023-09-17,13,5,1,930,612500,economy,9,6
3.0,2.0,2023-09-17,14,22,1,495,617300,economy,9,6
3.0,2.0,2023-09-17,7,22,1,915,617300,economy,9,6
3.0,2.0,2023-09-17,7,19,1,740,617300,economy,9,6
3.0,2.0,2023-09-17,16,22,1,375,617300,economy,9,6
3.0,2.0,2023-09-17,14,19,1,320,617300,economy,9,6
3.0,2.0,2023-09-17,15,22,1,435,617300,economy,9,6
3.0,2.0,2023-09-17,17,22,1,295,617300,economy,9,6
3.0,2.0,2023-09-17,8,22,1,855,617300,economy,9,6
3.0,2.0,2023-09-17,10,19,1,540,617300,economy,9,6
3.0,2.0,2023-09-17,12,22,1,575,617300,economy,9,6
3.0,2.0,2023-09-17,8,19,1,680,617300,economy,9,6
3.0,2.0,2023-09-17,12,19,1,400,617300,economy,9,6
3.0,2.0,2023-09-17,10,22,1,715,617300,economy,9,6
3.0,2.0,2023-09-17,12,13,1,1495,728900,economy,9,6
3.0,2.0,2023-09-17,12,21,1,525,798600,economy,9,6
3.0,2.0,2023-09-17,20,23,1,1629,854600,economy,9,6
3.0,2.0,2023-09-17,12,21,1,525,875000,economy,9,6
3.0,2.0,2023-09-17,12,13,1,1495,919900,economy,9,6
3.0,2.0,2023-09-17,20,13,1,1010,1398700,economy,9,6
3.0,2.0,2023-09-17,7,21,1,840,4536300,economy,9,6
3.0,2.0,2023-09-17,7,6,1,1375,4536300,economy,9,6
3.0,2.0,2023-09-18,21,22,1,1540,361100,economy,9,5
3.0,2.0,2023-09-18,20,22,1,1610,361100,economy,9,5
3.0,2.0,2023-09-18,8,1,1,975,392000,economy,9,5
3.0,2.0,2023-09-18,11,15,1,1685,458500,economy,9,5
3.0,2.0,2023-09-18,21,11,1,840,490600,economy,9,5
3.0,2.0,2023-09-18,19,11,1,970,490600,economy,9,5
3.0,2.0,2023-09-18,14,22,1,530,490600,economy,9,5
3.0,2.0,2023-09-18,12,22,1,640,490600,economy,9,5
3.0,2.0,2023-09-18,10,22,1,725,490600,economy,9,5
3.0,2.0,2023-09-18,8,22,1,845,490600,economy,9,5
3.0,2.0,2023-09-18,10,22,1,720,490600,economy,9,5
3.0,2.0,2023-09-18,7,22,1,945,490600,economy,9,5
3.0,2.0,2023-09-18,15,22,1,430,490600,economy,9,5
3.0,2.0,2023-09-18,16,22,1,380,490600,economy,9,5
3.0,2.0,2023-09-18,8,22,1,885,490600,economy,9,5
3.0,2.0,2023-09-18,20,11,1,910,490600,economy,9,5
3.0,2.0,2023-09-18,14,21,1,420,501600,economy,9,5
3.0,2.0,2023-09-18,10,21,1,615,501600,economy,9,5
3.0,2.0,2023-09-18,8,21,1,735,501600,economy,9,5
3.0,2.0,2023-09-18,12,21,1,530,501600,economy,9,5
3.0,2.0,2023-09-18,15,21,1,320,501600,economy,9,5
3.0,2.0,2023-09-18,17,9,1,970,501600,economy,9,5
3.0,2.0,2023-09-18,21,9,1,765,501600,economy,9,5
3.0,2.0,2023-09-18,19,9,1,895,501600,economy,9,5
3.0,2.0,2023-09-18,20,9,1,835,501600,economy,9,5
3.0,2.0,2023-09-18,11,17,1,390,505300,economy,9,5
3.0,2.0,2023-09-18,12,17,1,310,505300,economy,9,5
3.0,2.0,2023-09-18,11,22,1,640,505300,economy,9,5
3.0,2.0,2023-09-18,12,22,1,560,505300,economy,9,5
3.0,2.0,2023-09-18,15,22,1,420,505300,economy,9,5
3.0,2.0,2023-09-18,17,22,1,280,505300,economy,9,5
3.0,2.0,2023-09-18,7,17,1,650,505300,economy,9,5
3.0,2.0,2023-09-18,16,22,1,360,505300,economy,9,5
3.0,2.0,2023-09-18,10,22,1,700,505300,economy,9,5
3.0,2.0,2023-09-18,14,22,1,480,505300,economy,9,5
3.0,2.0,2023-09-18,10,17,1,450,505300,economy,9,5
3.0,2.0,2023-09-18,8,22,1,840,505300,economy,9,5
3.0,2.0,2023-09-18,8,17,1,590,505300,economy,9,5
3.0,2.0,2023-09-18,7,22,1,900,505300,economy,9,5
3.0,2.0,2023-09-18,12,22,1,590,567400,economy,9,5
3.0,2.0,2023-09-18,8,17,1,545,567400,economy,9,5
3.0,2.0,2023-09-18,14,22,1,480,567400,economy,9,5
3.0,2.0,2023-09-18,12,17,1,340,567400,economy,9,5
3.0,2.0,2023-09-18,15,22,1,380,567400,economy,9,5
3.0,2.0,2023-09-18,10,17,1,425,567400,economy,9,5
3.0,2.0,2023-09-18,10,22,1,675,567400,economy,9,5
3.0,2.0,2023-09-18,12,21,1,525,614200,economy,9,5
3.0,2.0,2023-09-18,12,12,1,1435,791500,economy,9,5
3.0,2.0,2023-09-18,12,13,1,1495,793900,economy,9,5
3.0,2.0,2023-09-18,12,13,1,1495,846500,economy,9,5
3.0,2.0,2023-09-18,20,23,1,1629,854600,economy,9,5
3.0,2.0,2023-09-18,12,21,1,525,862200,economy,9,5
3.0,2.0,2023-09-18,20,13,1,1010,923500,economy,9,5
3.0,2.0,2023-09-18,10,6,1,1245,1130700,economy,9,5
3.0,2.0,2023-09-19,11,23,1,730,277300,economy,9,4
3.0,2.0,2023-09-19,16,23,1,450,277300,economy,9,4
3.0,2.0,2023-09-19,7,23,1,990,277300,economy,9,4
3.0,2.0,2023-09-19,15,23,1,510,277300,economy,9,4
3.0,2.0,2023-09-19,14,23,1,570,277300,economy,9,4
3.0,2.0,2023-09-19,10,23,1,790,277300,economy,9,4
3.0,2.0,2023-09-19,12,23,1,650,277300,economy,9,4
3.0,2.0,2023-09-19,10,22,1,720,361100,economy,9,4
3.0,2.0,2023-09-19,7,22,1,945,361100,economy,9,4
3.0,2.0,2023-09-19,12,22,1,640,361100,economy,9,4
3.0,2.0,2023-09-19,8,22,1,845,361100,economy,9,4
3.0,2.0,2023-09-19,15,22,1,430,361100,economy,9,4
3.0,2.0,2023-09-19,16,22,1,380,361100,economy,9,4
3.0,2.0,2023-09-19,10,22,1,725,361100,economy,9,4
3.0,2.0,2023-09-19,8,22,1,885,361100,economy,9,4
3.0,2.0,2023-09-19,14,22,1,530,361100,economy,9,4
3.0,2.0,2023-09-19,15,23,1,470,427400,economy,9,4
3.0,2.0,2023-09-19,8,18,1,585,490600,economy,9,4
3.0,2.0,2023-09-19,14,18,1,270,490600,economy,9,4
3.0,2.0,2023-09-19,8,21,1,735,490600,economy,9,4
3.0,2.0,2023-09-19,15,21,1,320,490600,economy,9,4
3.0,2.0,2023-09-19,12,21,1,530,490600,economy,9,4
3.0,2.0,2023-09-19,10,18,1,465,490600,economy,9,4
3.0,2.0,2023-09-19,21,11,1,840,490600,economy,9,4
3.0,2.0,2023-09-19,20,11,1,910,490600,economy,9,4
3.0,2.0,2023-09-19,14,21,1,420,490600,economy,9,4
3.0,2.0,2023-09-19,10,21,1,615,490600,economy,9,4
3.0,2.0,2023-09-19,12,18,1,380,490600,economy,9,4
3.0,2.0,2023-09-19,19,11,1,970,490600,economy,9,4
3.0,2.0,2023-09-19,14,22,1,480,494800,economy,9,4
3.0,2.0,2023-09-19,15,22,1,420,494800,economy,9,4
3.0,2.0,2023-09-19,11,22,1,640,494800,economy,9,4
3.0,2.0,2023-09-19,11,17,1,390,494800,economy,9,4
3.0,2.0,2023-09-19,7,17,1,650,494800,economy,9,4
3.0,2.0,2023-09-19,16,22,1,360,494800,economy,9,4
3.0,2.0,2023-09-19,10,17,1,450,494800,economy,9,4
3.0,2.0,2023-09-19,10,22,1,700,494800,economy,9,4
3.0,2.0,2023-09-19,17,22,1,280,494800,economy,9,4
3.0,2.0,2023-09-19,12,17,1,310,494800,economy,9,4
3.0,2.0,2023-09-19,12,22,1,560,494800,economy,9,4
3.0,2.0,2023-09-19,20,9,1,835,501600,economy,9,4
3.0,2.0,2023-09-19,21,14,1,1025,501600,economy,9,4
3.0,2.0,2023-09-19,19,9,1,895,501600,economy,9,4
3.0,2.0,2023-09-19,17,9,1,970,501600,economy,9,4
3.0,2.0,2023-09-19,21,9,1,765,501600,economy,9,4
3.0,2.0,2023-09-19,12,21,1,525,549200,economy,9,4
3.0,2.0,2023-09-19,14,22,1,480,556900,economy,9,4
3.0,2.0,2023-09-19,15,22,1,380,556900,economy,9,4
3.0,2.0,2023-09-19,10,17,1,425,556900,economy,9,4
3.0,2.0,2023-09-19,8,17,1,545,556900,economy,9,4
3.0,2.0,2023-09-19,12,17,1,340,556900,economy,9,4
3.0,2.0,2023-09-19,15,22,1,435,617300,economy,9,4
3.0,2.0,2023-09-19,17,22,1,295,617300,economy,9,4
3.0,2.0,2023-09-19,7,15,1,480,617300,economy,9,4
3.0,2.0,2023-09-19,14,19,1,320,617300,economy,9,4
3.0,2.0,2023-09-19,12,19,1,400,617300,economy,9,4
3.0,2.0,2023-09-19,11,22,1,655,617300,economy,9,4
3.0,2.0,2023-09-19,12,22,1,575,617300,economy,9,4
3.0,2.0,2023-09-19,11,19,1,480,617300,economy,9,4
3.0,2.0,2023-09-19,10,19,1,540,617300,economy,9,4
3.0,2.0,2023-09-19,16,22,1,375,617300,economy,9,4
3.0,2.0,2023-09-19,10,22,1,715,617300,economy,9,4
3.0,2.0,2023-09-19,14,22,1,495,617300,economy,9,4
3.0,2.0,2023-09-19,7,19,1,740,617300,economy,9,4
3.0,2.0,2023-09-19,12,13,1,1495,728900,economy,9,4
3.0,2.0,2023-09-19,20,23,1,1629,884400,economy,9,4
3.0,2.0,2023-09-19,20,13,1,1010,923500,economy,9,4
3.0,2.0,2023-09-19,7,21,1,840,4357400,economy,9,4
3.0,2.0,2023-09-20,8,1,1,975,316400,economy,9,3
3.0,2.0,2023-09-20,7,22,1,945,361100,economy,9,3
3.0,2.0,2023-09-20,8,22,1,845,361100,economy,9,3
3.0,2.0,2023-09-20,15,22,1,430,361100,economy,9,3
3.0,2.0,2023-09-20,16,22,1,380,361100,economy,9,3
3.0,2.0,2023-09-20,14,22,1,530,361100,economy,9,3
3.0,2.0,2023-09-20,10,22,1,720,361100,economy,9,3
3.0,2.0,2023-09-20,10,22,1,725,361100,economy,9,3
3.0,2.0,2023-09-20,12,22,1,640,361100,economy,9,3
3.0,2.0,2023-09-20,8,22,1,885,361100,economy,9,3
3.0,2.0,2023-09-20,20,22,1,1610,367600,economy,9,3
3.0,2.0,2023-09-20,21,22,1,1540,367600,economy,9,3
3.0,2.0,2023-09-20,10,18,1,465,490600,economy,9,3
3.0,2.0,2023-09-20,21,11,1,840,490600,economy,9,3
3.0,2.0,2023-09-20,8,18,1,585,490600,economy,9,3
3.0,2.0,2023-09-20,8,21,1,735,490600,economy,9,3
3.0,2.0,2023-09-20,14,21,1,420,490600,economy,9,3
3.0,2.0,2023-09-20,14,18,1,270,490600,economy,9,3
3.0,2.0,2023-09-20,10,21,1,615,490600,economy,9,3
3.0,2.0,2023-09-20,12,18,1,380,490600,economy,9,3
3.0,2.0,2023-09-20,12,21,1,530,490600,economy,9,3
3.0,2.0,2023-09-20,15,21,1,320,490600,economy,9,3
3.0,2.0,2023-09-20,20,11,1,910,490600,economy,9,3
