호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격
신주쿠 워싱턴 호텔 도쿄 메인,2023-09-01,2023-09-02,도쿄,호텔,7.4,3성급,89677
호텔 그레이스리 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.6,4성급,142305
호텔 그레이스리 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.2,4성급,97923
포 시즌스 호텔 도쿄 앳 오테마치,2023-09-01,2023-09-02,도쿄,호텔,9.0,5성급,976200
게이오 플라자 호텔 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.4,4성급,190251
온센 료칸 유엔 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,107035
파크 하얏트 도쿄,2023-09-01,2023-09-02,도쿄,호텔,9.1,5성급,975850
더 아오야마 그랜드 호텔,2023-09-01,2023-09-02,도쿄,호텔,9.1,4성급,490474
호텔 알라만다 아오야마 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.5,5성급,256514
토부 호텔 레반트 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,115091
임페리얼 호텔 도쿄,2023-09-01,2023-09-02,도쿄,호텔,9.0,5성급,413517
JR-이스트 호텔 메츠 시부야,2023-09-01,2023-09-02,도쿄,호텔,8.4,3성급,192292
도쿄 프린스 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.5,4성급,139354
쉐라톤 그랜드 도쿄 베이 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.0,5성급,259354
하얏트 센트릭 긴자 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,552213
다이이치 호텔 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,201924
신주쿠 그란벨 호텔,2023-09-01,2023-09-02,도쿄,호텔,7.9,4성급,86977
렘 롯폰기,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,104825
시부야 토부 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.0,3성급,89821
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.7,5성급,323331
더 스퀘어 호텔 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.4,3성급,151346
오다큐 호텔 센츄리 서던 타워 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,154583
시부야 엑셀 호텔 도큐,2023-09-01,2023-09-02,도쿄,호텔,8.5,4성급,166775
호텔 진잔소 도쿄,2023-09-01,2023-09-02,도쿄,호텔,9.2,5성급,311848
미츠이 가든 호텔 시오도메 이탈리아가이,2023-09-01,2023-09-02,도쿄,호텔,8.4,3성급,115228
아키하바라 워싱턴 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.3,3성급,66902
시퀀스 미야시타 파크/ 시부야,2023-09-01,2023-09-02,도쿄,호텔,8.4,4성급,160159
선샤인 시티 프린스 호텔 이케부쿠로,2023-09-01,2023-09-02,도쿄,호텔,8.2,4성급,107805
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,97586
다이이치 인 이케부쿠로,2023-09-01,2023-09-02,도쿄,호텔,7.8,3성급,74588
도큐스테이 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.5,3성급,113701
E 호텔 히가시 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,7.4,3성급,93628
신주쿠 프린스 호텔,2023-09-01,2023-09-02,도쿄,호텔,7.9,3성급,185975
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-09-01,2023-09-02,도쿄,호텔,8.6,4성급,107479
호텔 몬토레 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.2,4성급,113210
시타딘 센트럴 신주쿠 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.1,3성급,162432
호텔 선루트 플라자 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.3,3성급,152148
더 프린스 파크 타워 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.9,5성급,254000
다이와 로이넷 호텔 니시-신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.9,3성급,122312
도쿄 베이 아리아케 워싱턴 호텔,2023-09-01,2023-09-02,도쿄,호텔,7.6,3성급,47521
시나가와 프린스 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.0,3성급,129527
시부야 스트림 엑셀 호텔 도큐,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,290098
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,133283
후타코다마가와 엑셀 호텔 도큐,2023-09-01,2023-09-02,도쿄,호텔,8.1,3성급,96392
게이오 프레소 인 하마마쓰초,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,81659
그랜드 닛코 도쿄 다이바,2023-09-01,2023-09-02,도쿄,호텔,8.8,4성급,175777
도쿄 돔 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.6,4성급,101387
도미인 아키하바라,2023-09-01,2023-09-02,도쿄,호텔,8.4,3성급,104659
수퍼 호텔 프리미어 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.5,3성급,119310
도큐스테이 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.5,3성급,113503
호텔 뉴 오타니 도쿄 더 메인,2023-09-01,2023-09-02,도쿄,호텔,8.5,5성급,220425
소테츠 프레사 인 긴자 나나초메,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,93986
베스포크 호텔 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,174175
칸데오 호텔 도쿄 신바시,2023-09-01,2023-09-02,도쿄,호텔,8.1,4성급,128782
노가 호텔 우에노,2023-09-01,2023-09-02,도쿄,호텔,8.9,4성급,175016
미마루 도쿄 아사쿠사 스테이션,2023-09-01,2023-09-02,도쿄,호텔,6.6,4성급,412589
호텔 윙 인터네셔널 프리미엄 시부야,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,134819
ANA 인터컨티넨탈 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.1,5성급,366642
소테츠 프레사 인 도쿄-쿄바시,2023-09-01,2023-09-02,도쿄,호텔,7.8,3성급,78278
센츄리온 호텔 우에노,2023-09-01,2023-09-02,도쿄,호텔,7.3,3성급,75381
도큐스테이 시부야 신미나미구치,2023-09-01,2023-09-02,도쿄,호텔,7.9,3성급,122155
힐튼 도쿄 오다이바,2023-09-01,2023-09-02,도쿄,호텔,8.3,5성급,290044
소테츠 프레사 인 도쿄 타마치,2023-09-01,2023-09-02,도쿄,호텔,8.1,3성급,64187
다이와 로이넷 호텔 도쿄 아리아케,2023-09-01,2023-09-02,도쿄,호텔,8.8,3성급,107242
도미인 우에노 오카치마치,2023-09-01,2023-09-02,도쿄,호텔,8.3,3성급,106602
호텔 메트로폴리탄 에드몬트 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.6,4성급,159351
벨켄 호텔 도쿄,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,59828
더 페닌슐라 도쿄,2023-09-01,2023-09-02,도쿄,호텔,9.2,5성급,945244
솔라리아 니시테츠 호텔 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,179236
그랜드 프린스 호텔 신 다카나와,2023-09-01,2023-09-02,도쿄,호텔,8.2,4성급,171655
리치몬드 호텔 프리미어 도쿄 오시아게,2023-09-01,2023-09-02,도쿄,호텔,8.7,3성급,123159
온야도 노노 아사쿠사 핫 스프링,2023-09-01,2023-09-02,도쿄,호텔,8.9,3성급,102163
시바 파크 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,98749
긴자 그랜드 호텔,2023-09-01,2023-09-02,도쿄,호텔,7.6,3성급,97676
JR 큐슈 호텔 블로섬 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.7,4성급,196161
라젠트 호텔 신주쿠 가부키초,2023-09-01,2023-09-02,도쿄,호텔,8.4,3성급,98618
토세이 호텔 코코네 우에노,2023-09-01,2023-09-02,도쿄,호텔,8.5,3성급,83891
소세쓰 프레사 인 긴자 산초마에,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,103811
도미 인 프리미엄 시부야-진구마에,2023-09-01,2023-09-02,도쿄,호텔,8.3,3성급,116157
소테츠 프레사 인 히가시 신주쿠,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,79681
호텔 더 셀레스틴 긴자,2023-09-01,2023-09-02,도쿄,호텔,9.0,4성급,246820
호텔 마이스테이스 우에노 이리야구치,2023-09-01,2023-09-02,도쿄,호텔,7.5,3성급,48883
다이와 로이넷 호텔 도쿄 쿄바시,2023-09-01,2023-09-02,도쿄,호텔,8.7,4성급,151070
APA 호텔 게이세이 우에노 에키마에,2023-09-01,2023-09-02,도쿄,호텔,7.9,3성급,71483
힐튼 도쿄 베이,2023-09-01,2023-09-02,도쿄,호텔,8.4,4성급,265846
호텔 크라운 힐스 우에노 프리미어,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,110998
시부야 도큐 레이 호텔,2023-09-01,2023-09-02,도쿄,호텔,8.1,3성급,175210
메이테츠 인 하마마츠초,2023-09-01,2023-09-02,도쿄,호텔,8.2,3성급,76225
도미인 프리미엄 도쿄 고덴마초,2023-09-01,2023-09-02,도쿄,호텔,8.8,3성급,99400
카락사 호텔 프리미어 도쿄 긴자,2023-09-01,2023-09-02,도쿄,호텔,9.1,4성급,388998
더 로열 파크 캔버스 - 긴자 8,2023-09-01,2023-09-02,도쿄,호텔,8.7,3성급,166389
펄 호텔 신주쿠 아케보노바시,2023-09-01,2023-09-02,도쿄,호텔,8.1,3성급,72657
미쓰이 가든 호텔 긴자 고초메,2023-09-01,2023-09-02,도쿄,호텔,8.7,4성급,190607
렘 도쿄 교바시,2023-09-01,2023-09-02,도쿄,호텔,8.6,3성급,123350
시부야 호텔 엔,2023-09-01,2023-09-02,도쿄,호텔,7.8,3성급,178946
인터컨티넨탈 도쿄 베이,2023-09-01,2023-09-02,도쿄,호텔,8.5,5성급,378411
우라야스 브라이튼 호텔 도쿄베이,2023-09-01,2023-09-02,도쿄,호텔,8.6,4성급,162108
아고라 긴자,2023-09-01,2023-09-02,도쿄,호텔,8.7,4성급,149727
호텔 무스 긴자 메이테쓰,2023-09-01,2023-09-02,도쿄,호텔,8.5,3성급,125913
센츄리온 호텔&스파 우에노 스테이션,2023-09-01,2023-09-02,도쿄,호텔,7.8,3성급,118039
신주쿠 워싱턴 호텔 도쿄 메인,2023-09-02,2023-09-03,도쿄,호텔,7.4,3성급,98048
호텔 그레이스리 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.6,4성급,153911
호텔 그레이스리 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.2,4성급,130671
포 시즌스 호텔 도쿄 앳 오테마치,2023-09-02,2023-09-03,도쿄,호텔,9.0,5성급,956545
게이오 플라자 호텔 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.4,4성급,232781
온센 료칸 유엔 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,189735
파크 하얏트 도쿄,2023-09-02,2023-09-03,도쿄,호텔,9.1,5성급,990747
더 아오야마 그랜드 호텔,2023-09-02,2023-09-03,도쿄,호텔,9.1,4성급,574324
호텔 알라만다 아오야마 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.5,5성급,402530
토부 호텔 레반트 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,135900
임페리얼 호텔 도쿄,2023-09-02,2023-09-03,도쿄,호텔,9.0,5성급,415905
JR-이스트 호텔 메츠 시부야,2023-09-02,2023-09-03,도쿄,호텔,8.4,3성급,207884
도쿄 프린스 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.5,4성급,167902
쉐라톤 그랜드 도쿄 베이 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.0,5성급,440910
하얏트 센트릭 긴자 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,901983
다이이치 호텔 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,306003
신주쿠 그란벨 호텔,2023-09-02,2023-09-03,도쿄,호텔,7.9,4성급,107374
렘 롯폰기,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,114434
시부야 토부 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.0,3성급,133026
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.7,5성급,392724
더 스퀘어 호텔 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.4,3성급,173258
오다큐 호텔 센츄리 서던 타워 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,207222
시부야 엑셀 호텔 도큐,2023-09-02,2023-09-03,도쿄,호텔,8.5,4성급,180231
호텔 진잔소 도쿄,2023-09-02,2023-09-03,도쿄,호텔,9.2,5성급,339883
미츠이 가든 호텔 시오도메 이탈리아가이,2023-09-02,2023-09-03,도쿄,호텔,8.4,3성급,171179
아키하바라 워싱턴 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.3,3성급,102904
시퀀스 미야시타 파크/ 시부야,2023-09-02,2023-09-03,도쿄,호텔,8.4,4성급,176406
선샤인 시티 프린스 호텔 이케부쿠로,2023-09-02,2023-09-03,도쿄,호텔,8.2,4성급,145919
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,141450
다이이치 인 이케부쿠로,2023-09-02,2023-09-03,도쿄,호텔,7.8,3성급,85041
도큐스테이 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.5,3성급,120181
E 호텔 히가시 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,7.4,3성급,96150
신주쿠 프린스 호텔,2023-09-02,2023-09-03,도쿄,호텔,7.9,3성급,209719
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-09-02,2023-09-03,도쿄,호텔,8.6,4성급,137622
호텔 몬토레 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.2,4성급,144909
시타딘 센트럴 신주쿠 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.1,3성급,140285
호텔 선루트 플라자 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.3,3성급,154636
더 프린스 파크 타워 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.9,5성급,282357
다이와 로이넷 호텔 니시-신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.9,3성급,198884
도쿄 베이 아리아케 워싱턴 호텔,2023-09-02,2023-09-03,도쿄,호텔,7.6,3성급,64519
시나가와 프린스 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.0,3성급,177510
시부야 스트림 엑셀 호텔 도큐,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,335153
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,167837
후타코다마가와 엑셀 호텔 도큐,2023-09-02,2023-09-03,도쿄,호텔,8.1,3성급,117475
게이오 프레소 인 하마마쓰초,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,90998
그랜드 닛코 도쿄 다이바,2023-09-02,2023-09-03,도쿄,호텔,8.8,4성급,225277
도쿄 돔 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.6,4성급,118740
도미인 아키하바라,2023-09-02,2023-09-03,도쿄,호텔,8.4,3성급,111243
수퍼 호텔 프리미어 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.5,3성급,152614
도큐스테이 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.5,3성급,134025
호텔 뉴 오타니 도쿄 더 메인,2023-09-02,2023-09-03,도쿄,호텔,8.5,5성급,274549
소테츠 프레사 인 긴자 나나초메,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,117817
베스포크 호텔 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,360687
칸데오 호텔 도쿄 신바시,2023-09-02,2023-09-03,도쿄,호텔,8.1,4성급,234713
노가 호텔 우에노,2023-09-02,2023-09-03,도쿄,호텔,8.9,4성급,198508
미마루 도쿄 아사쿠사 스테이션,2023-09-02,2023-09-03,도쿄,호텔,6.6,4성급,412589
호텔 윙 인터네셔널 프리미엄 시부야,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,193798
ANA 인터컨티넨탈 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.1,5성급,413200
소테츠 프레사 인 도쿄-쿄바시,2023-09-02,2023-09-03,도쿄,호텔,7.8,3성급,88529
센츄리온 호텔 우에노,2023-09-02,2023-09-03,도쿄,호텔,7.3,3성급,131845
도큐스테이 시부야 신미나미구치,2023-09-02,2023-09-03,도쿄,호텔,7.9,3성급,184956
힐튼 도쿄 오다이바,2023-09-02,2023-09-03,도쿄,호텔,8.3,5성급,360140
소테츠 프레사 인 도쿄 타마치,2023-09-02,2023-09-03,도쿄,호텔,8.1,3성급,73164
다이와 로이넷 호텔 도쿄 아리아케,2023-09-02,2023-09-03,도쿄,호텔,8.8,3성급,153738
도미인 우에노 오카치마치,2023-09-02,2023-09-03,도쿄,호텔,8.3,3성급,109649
호텔 메트로폴리탄 에드몬트 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.6,4성급,192340
벨켄 호텔 도쿄,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,81941
더 페닌슐라 도쿄,2023-09-02,2023-09-03,도쿄,호텔,9.2,5성급,1010433
솔라리아 니시테츠 호텔 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,197985
그랜드 프린스 호텔 신 다카나와,2023-09-02,2023-09-03,도쿄,호텔,8.2,4성급,208637
리치몬드 호텔 프리미어 도쿄 오시아게,2023-09-02,2023-09-03,도쿄,호텔,8.7,3성급,132974
온야도 노노 아사쿠사 핫 스프링,2023-09-02,2023-09-03,도쿄,호텔,8.9,3성급,111493
시바 파크 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,181484
긴자 그랜드 호텔,2023-09-02,2023-09-03,도쿄,호텔,7.6,3성급,105835
JR 큐슈 호텔 블로섬 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.7,4성급,248248
라젠트 호텔 신주쿠 가부키초,2023-09-02,2023-09-03,도쿄,호텔,8.4,3성급,132704
토세이 호텔 코코네 우에노,2023-09-02,2023-09-03,도쿄,호텔,8.5,3성급,122112
소세쓰 프레사 인 긴자 산초마에,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,122794
도미 인 프리미엄 시부야-진구마에,2023-09-02,2023-09-03,도쿄,호텔,8.3,3성급,193730
소테츠 프레사 인 히가시 신주쿠,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,102828
호텔 더 셀레스틴 긴자,2023-09-02,2023-09-03,도쿄,호텔,9.0,4성급,294649
호텔 마이스테이스 우에노 이리야구치,2023-09-02,2023-09-03,도쿄,호텔,7.5,3성급,85879
다이와 로이넷 호텔 도쿄 쿄바시,2023-09-02,2023-09-03,도쿄,호텔,8.7,4성급,190103
APA 호텔 게이세이 우에노 에키마에,2023-09-02,2023-09-03,도쿄,호텔,7.9,3성급,99730
힐튼 도쿄 베이,2023-09-02,2023-09-03,도쿄,호텔,8.4,4성급,351731
호텔 크라운 힐스 우에노 프리미어,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,130022
시부야 도큐 레이 호텔,2023-09-02,2023-09-03,도쿄,호텔,8.1,3성급,234239
메이테츠 인 하마마츠초,2023-09-02,2023-09-03,도쿄,호텔,8.2,3성급,100726
도미인 프리미엄 도쿄 고덴마초,2023-09-02,2023-09-03,도쿄,호텔,8.8,3성급,124251
카락사 호텔 프리미어 도쿄 긴자,2023-09-02,2023-09-03,도쿄,호텔,9.1,4성급,421720
더 로열 파크 캔버스 - 긴자 8,2023-09-02,2023-09-03,도쿄,호텔,8.7,3성급,202684
펄 호텔 신주쿠 아케보노바시,2023-09-02,2023-09-03,도쿄,호텔,8.1,3성급,78278
미쓰이 가든 호텔 긴자 고초메,2023-09-02,2023-09-03,도쿄,호텔,8.7,4성급,202717
렘 도쿄 교바시,2023-09-02,2023-09-03,도쿄,호텔,8.6,3성급,155855
시부야 호텔 엔,2023-09-02,2023-09-03,도쿄,호텔,7.8,3성급,275127
인터컨티넨탈 도쿄 베이,2023-09-02,2023-09-03,도쿄,호텔,8.5,5성급,416997
우라야스 브라이튼 호텔 도쿄베이,2023-09-02,2023-09-03,도쿄,호텔,8.6,4성급,212973
아고라 긴자,2023-09-02,2023-09-03,도쿄,호텔,8.7,4성급,179685
호텔 무스 긴자 메이테쓰,2023-09-02,2023-09-03,도쿄,호텔,8.5,3성급,165097
센츄리온 호텔&스파 우에노 스테이션,2023-09-02,2023-09-03,도쿄,호텔,7.8,3성급,154381
신주쿠 워싱턴 호텔 도쿄 메인,2023-09-03,2023-09-04,도쿄,호텔,7.4,3성급,76860
호텔 그레이스리 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.6,4성급,124782
호텔 그레이스리 긴자,2023-09-03,2023-09-04,도쿄,호텔,8.2,4성급,79714
포 시즌스 호텔 도쿄 앳 오테마치,2023-09-03,2023-09-04,도쿄,호텔,9.0,5성급,989302
게이오 플라자 호텔 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.4,4성급,226270
온센 료칸 유엔 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.6,3성급,148489
파크 하얏트 도쿄,2023-09-03,2023-09-04,도쿄,호텔,9.1,5성급,908810
더 아오야마 그랜드 호텔,2023-09-03,2023-09-04,도쿄,호텔,9.1,4성급,445881
호텔 알라만다 아오야마 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.5,5성급,198634
토부 호텔 레반트 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,90322
임페리얼 호텔 도쿄,2023-09-03,2023-09-04,도쿄,호텔,9.0,5성급,415905
JR-이스트 호텔 메츠 시부야,2023-09-03,2023-09-04,도쿄,호텔,8.4,3성급,170019
도쿄 프린스 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.5,4성급,120991
쉐라톤 그랜드 도쿄 베이 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.0,5성급,306393
하얏트 센트릭 긴자 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,901983
다이이치 호텔 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,210001
신주쿠 그란벨 호텔,2023-09-03,2023-09-04,도쿄,호텔,7.9,4성급,78927
렘 롯폰기,2023-09-03,2023-09-04,도쿄,호텔,8.6,3성급,73996
시부야 토부 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.0,3성급,80312
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.7,5성급,290686
더 스퀘어 호텔 긴자,2023-09-03,2023-09-04,도쿄,호텔,8.4,3성급,132025
오다큐 호텔 센츄리 서던 타워 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,162029
시부야 엑셀 호텔 도큐,2023-09-03,2023-09-04,도쿄,호텔,8.5,4성급,179039
호텔 진잔소 도쿄,2023-09-03,2023-09-04,도쿄,호텔,9.2,5성급,384412
미츠이 가든 호텔 시오도메 이탈리아가이,2023-09-03,2023-09-04,도쿄,호텔,8.4,3성급,98134
게이세이 리치먼드 호텔 도쿄 몬젠나카초,2023-09-03,2023-09-04,도쿄,호텔,8.8,3성급,75356
아키하바라 워싱턴 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.3,3성급,59905
시퀀스 미야시타 파크/ 시부야,2023-09-03,2023-09-04,도쿄,호텔,8.4,4성급,142999
선샤인 시티 프린스 호텔 이케부쿠로,2023-09-03,2023-09-04,도쿄,호텔,8.2,4성급,92403
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-09-03,2023-09-04,도쿄,호텔,8.2,3성급,96108
다이이치 인 이케부쿠로,2023-09-03,2023-09-04,도쿄,호텔,7.8,3성급,41917
도큐스테이 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.5,3성급,101766
E 호텔 히가시 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,7.4,3성급,69863
신주쿠 프린스 호텔,2023-09-03,2023-09-04,도쿄,호텔,7.9,3성급,145247
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-09-03,2023-09-04,도쿄,호텔,8.6,4성급,105163
호텔 몬토레 긴자,2023-09-03,2023-09-04,도쿄,호텔,8.2,4성급,95426
시타딘 센트럴 신주쿠 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.1,3성급,127178
호텔 선루트 플라자 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.3,3성급,115346
더 프린스 파크 타워 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.9,5성급,203025
다이와 로이넷 호텔 니시-신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.9,3성급,115117
도쿄 베이 아리아케 워싱턴 호텔,2023-09-03,2023-09-04,도쿄,호텔,7.6,3성급,42525
시나가와 프린스 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.0,3성급,131017
시부야 스트림 엑셀 호텔 도큐,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,275348
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-09-03,2023-09-04,도쿄,호텔,8.2,3성급,106132
후타코다마가와 엑셀 호텔 도큐,2023-09-03,2023-09-04,도쿄,호텔,8.1,3성급,78512
게이오 프레소 인 하마마쓰초,2023-09-03,2023-09-04,도쿄,호텔,8.2,3성급,57960
그랜드 닛코 도쿄 다이바,2023-09-03,2023-09-04,도쿄,호텔,8.8,4성급,128297
도쿄 돔 호텔,2023-09-03,2023-09-04,도쿄,호텔,8.6,4성급,96934
도미인 아키하바라,2023-09-03,2023-09-04,도쿄,호텔,8.4,3성급,79287
수퍼 호텔 프리미어 긴자,2023-09-03,2023-09-04,도쿄,호텔,8.5,3성급,103942
도큐스테이 긴자,2023-09-03,2023-09-04,도쿄,호텔,8.5,3성급,107121
호텔 뉴 오타니 도쿄 더 메인,2023-09-03,2023-09-04,도쿄,호텔,8.5,5성급,220425
소테츠 프레사 인 긴자 나나초메,2023-09-03,2023-09-04,도쿄,호텔,8.2,3성급,72182
베스포크 호텔 신주쿠,2023-09-03,2023-09-04,도쿄,호텔,8.6,3성급,161734
칸데오 호텔 도쿄 신바시,2023-09-03,2023-09-04,도쿄,호텔,8.1,4성급,142826
노가 호텔 우에노,2023-09-03,2023-09-04,도쿄,호텔,8.9,4성급,166015
미마루 도쿄 아사쿠사 스테이션,2023-09-03,2023-09-04,도쿄,호텔,6.6,4성급,385083
호텔 윙 인터네셔널 프리미엄 시부야,2023-09-03,2023-09-04,도쿄,호텔,8.2,3성급,125735
ANA 인터컨티넨탈 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.1,5성급,378282
소테츠 프레사 인 도쿄-쿄바시,2023-09-03,2023-09-04,도쿄,호텔,7.8,3성급,68493
센츄리온 호텔 우에노,2023-09-03,2023-09-04,도쿄,호텔,7.3,3성급,65958
도큐스테이 시부야 신미나미구치,2023-09-03,2023-09-04,도쿄,호텔,7.9,3성급,101624
힐튼 도쿄 오다이바,2023-09-03,2023-09-04,도쿄,호텔,8.3,5성급,250813
소테츠 프레사 인 도쿄 타마치,2023-09-03,2023-09-04,도쿄,호텔,8.1,3성급,58800
다이와 로이넷 호텔 도쿄 아리아케,2023-09-03,2023-09-04,도쿄,호텔,8.8,3성급,81511
도미인 우에노 오카치마치,2023-09-03,2023-09-04,도쿄,호텔,8.3,3성급,68061
호텔 메트로폴리탄 에드몬트 도쿄,2023-09-03,2023-09-04,도쿄,호텔,8.6,4성급,99329
