호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격
렘 도쿄 교바시,2023-09-29,2023-09-30,도쿄,호텔,8.6,3성급,149318
시부야 호텔 엔,2023-09-29,2023-09-30,도쿄,호텔,7.8,3성급,306278
인터컨티넨탈 도쿄 베이,2023-09-29,2023-09-30,도쿄,호텔,8.5,5성급,412456
우라야스 브라이튼 호텔 도쿄베이,2023-09-29,2023-09-30,도쿄,호텔,8.6,4성급,254084
아고라 긴자,2023-09-29,2023-09-30,도쿄,호텔,8.7,4성급,169698
호텔 무스 긴자 메이테쓰,2023-09-29,2023-09-30,도쿄,호텔,8.5,3성급,154364
센츄리온 호텔&스파 우에노 스테이션,2023-09-29,2023-09-30,도쿄,호텔,7.8,3성급,134190
신주쿠 워싱턴 호텔 도쿄 메인,2023-09-30,2023-10-01,도쿄,호텔,7.4,3성급,98048
호텔 그레이스리 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.6,4성급,153911
호텔 그레이스리 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.2,4성급,128123
포 시즌스 호텔 도쿄 앳 오테마치,2023-09-30,2023-10-01,도쿄,호텔,9.0,5성급,1310335
게이오 플라자 호텔 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.4,4성급,229893
파크 하얏트 도쿄,2023-09-30,2023-10-01,도쿄,호텔,9.1,5성급,1564348
더 아오야마 그랜드 호텔,2023-09-30,2023-10-01,도쿄,호텔,9.1,4성급,528475
호텔 알라만다 아오야마 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.5,5성급,471550
토부 호텔 레반트 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,145189
임페리얼 호텔 도쿄,2023-09-30,2023-10-01,도쿄,호텔,9.0,5성급,415905
JR-이스트 호텔 메츠 시부야,2023-09-30,2023-10-01,도쿄,호텔,8.4,3성급,207884
도쿄 프린스 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.5,4성급,201704
쉐라톤 그랜드 도쿄 베이 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.0,5성급,336287
하얏트 센트릭 긴자 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,934652
다이이치 호텔 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,286419
신주쿠 그란벨 호텔,2023-09-30,2023-10-01,도쿄,호텔,7.9,4성급,107924
렘 롯폰기,2023-09-30,2023-10-01,도쿄,호텔,8.6,3성급,126480
시부야 토부 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.0,3성급,115857
세를리안 타워 도큐 호텔 아 팬 퍼시픽 파트너 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.7,5성급,412860
더 스퀘어 호텔 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.4,3성급,185858
오다큐 호텔 센츄리 서던 타워 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,141966
시부야 엑셀 호텔 도큐,2023-09-30,2023-10-01,도쿄,호텔,8.5,4성급,311206
호텔 진잔소 도쿄,2023-09-30,2023-10-01,도쿄,호텔,9.2,5성급,336889
미츠이 가든 호텔 시오도메 이탈리아가이,2023-09-30,2023-10-01,도쿄,호텔,8.4,3성급,171179
게이세이 리치먼드 호텔 도쿄 몬젠나카초,2023-09-30,2023-10-01,도쿄,호텔,8.8,3성급,172903
아키하바라 워싱턴 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.3,3성급,86497
시퀀스 미야시타 파크/ 시부야,2023-09-30,2023-10-01,도쿄,호텔,8.4,4성급,207907
선샤인 시티 프린스 호텔 이케부쿠로,2023-09-30,2023-10-01,도쿄,호텔,8.2,4성급,159941
호텔 빌라 폰테누 그랜드 도쿄-시오도메,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,125733
다이이치 인 이케부쿠로,2023-09-30,2023-10-01,도쿄,호텔,7.8,3성급,88098
도큐스테이 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.5,3성급,152019
E 호텔 히가시 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,7.4,3성급,131683
신주쿠 프린스 호텔,2023-09-30,2023-10-01,도쿄,호텔,7.9,3성급,209719
호텔 메트로폴리탄 도쿄 이케부쿠로,2023-09-30,2023-10-01,도쿄,호텔,8.6,4성급,149743
호텔 몬토레 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.2,4성급,142851
시타딘 센트럴 신주쿠 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.1,3성급,166719
호텔 선루트 플라자 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.3,3성급,196668
더 프린스 파크 타워 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.9,5성급,250937
다이와 로이넷 호텔 니시-신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.9,3성급,195922
도쿄 베이 아리아케 워싱턴 호텔,2023-09-30,2023-10-01,도쿄,호텔,7.6,3성급,57466
시나가와 프린스 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.0,3성급,177510
시부야 스트림 엑셀 호텔 도큐,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,305456
베스트 웨스턴 호텔 피노 도쿄 아카사카,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,170677
후타코다마가와 엑셀 호텔 도큐,2023-09-30,2023-10-01,도쿄,호텔,8.1,3성급,114919
게이오 프레소 인 하마마쓰초,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,93404
그랜드 닛코 도쿄 다이바,2023-09-30,2023-10-01,도쿄,호텔,8.8,4성급,254573
도쿄 돔 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.6,4성급,118740
도미인 아키하바라,2023-09-30,2023-10-01,도쿄,호텔,8.4,3성급,111243
수퍼 호텔 프리미어 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.5,3성급,143581
도큐스테이 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.5,3성급,128838
호텔 뉴 오타니 도쿄 더 메인,2023-09-30,2023-10-01,도쿄,호텔,8.5,5성급,288508
소테츠 프레사 인 긴자 나나초메,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,103977
베스포크 호텔 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.6,3성급,383696
칸데오 호텔 도쿄 신바시,2023-09-30,2023-10-01,도쿄,호텔,8.1,4성급,224099
노가 호텔 우에노,2023-09-30,2023-10-01,도쿄,호텔,8.9,4성급,192407
미마루 도쿄 아사쿠사 스테이션,2023-09-30,2023-10-01,도쿄,호텔,6.6,4성급,528536
호텔 윙 인터네셔널 프리미엄 시부야,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,201175
ANA 인터컨티넨탈 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.1,5성급,483037
소테츠 프레사 인 도쿄-쿄바시,2023-09-30,2023-10-01,도쿄,호텔,7.8,3성급,104371
센츄리온 호텔 우에노,2023-09-30,2023-10-01,도쿄,호텔,7.3,3성급,131845
도큐스테이 시부야 신미나미구치,2023-09-30,2023-10-01,도쿄,호텔,7.9,3성급,166603
힐튼 도쿄 오다이바,2023-09-30,2023-10-01,도쿄,호텔,8.3,5성급,428664
소테츠 프레사 인 도쿄 타마치,2023-09-30,2023-10-01,도쿄,호텔,8.1,3성급,76306
다이와 로이넷 호텔 도쿄 아리아케,2023-09-30,2023-10-01,도쿄,호텔,8.8,3성급,153738
도미인 우에노 오카치마치,2023-09-30,2023-10-01,도쿄,호텔,8.3,3성급,103866
호텔 메트로폴리탄 에드몬트 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.6,4성급,152490
벨켄 호텔 도쿄,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,83869
더 페닌슐라 도쿄,2023-09-30,2023-10-01,도쿄,호텔,9.2,5성급,1127947
솔라리아 니시테츠 호텔 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.6,3성급,185157
그랜드 프린스 호텔 신 다카나와,2023-09-30,2023-10-01,도쿄,호텔,8.2,4성급,253581
리치몬드 호텔 프리미어 도쿄 오시아게,2023-09-30,2023-10-01,도쿄,호텔,8.7,3성급,150822
온야도 노노 아사쿠사 핫 스프링,2023-09-30,2023-10-01,도쿄,호텔,8.9,3성급,125430
시바 파크 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.6,3성급,202836
긴자 그랜드 호텔,2023-09-30,2023-10-01,도쿄,호텔,7.6,3성급,100764
JR 큐슈 호텔 블로섬 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.7,4성급,404503
라젠트 호텔 신주쿠 가부키초,2023-09-30,2023-10-01,도쿄,호텔,8.4,3성급,130662
토세이 호텔 코코네 우에노,2023-09-30,2023-10-01,도쿄,호텔,8.5,3성급,137208
소세쓰 프레사 인 긴자 산초마에,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,130696
도미 인 프리미엄 시부야-진구마에,2023-09-30,2023-10-01,도쿄,호텔,8.3,3성급,193730
소테츠 프레사 인 히가시 신주쿠,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,108476
호텔 더 셀레스틴 긴자,2023-09-30,2023-10-01,도쿄,호텔,9.0,4성급,306461
호텔 마이스테이스 우에노 이리야구치,2023-09-30,2023-10-01,도쿄,호텔,7.5,3성급,91827
다이와 로이넷 호텔 도쿄 쿄바시,2023-09-30,2023-10-01,도쿄,호텔,8.7,4성급,204573
APA 호텔 게이세이 우에노 에키마에,2023-09-30,2023-10-01,도쿄,호텔,7.9,3성급,99730
힐튼 도쿄 베이,2023-09-30,2023-10-01,도쿄,호텔,8.4,4성급,323736
호텔 크라운 힐스 우에노 프리미어,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,121854
시부야 도큐 레이 호텔,2023-09-30,2023-10-01,도쿄,호텔,8.1,3성급,205540
메이테츠 인 하마마츠초,2023-09-30,2023-10-01,도쿄,호텔,8.2,3성급,105493
도미인 프리미엄 도쿄 고덴마초,2023-09-30,2023-10-01,도쿄,호텔,8.8,3성급,142888
카락사 호텔 프리미어 도쿄 긴자,2023-09-30,2023-10-01,도쿄,호텔,9.1,4성급,492337
더 로열 파크 캔버스 - 긴자 8,2023-09-30,2023-10-01,도쿄,호텔,8.7,3성급,189172
펄 호텔 신주쿠 아케보노바시,2023-09-30,2023-10-01,도쿄,호텔,8.1,3성급,78414
미쓰이 가든 호텔 긴자 고초메,2023-09-30,2023-10-01,도쿄,호텔,8.7,4성급,191580
렘 도쿄 교바시,2023-09-30,2023-10-01,도쿄,호텔,8.6,3성급,155855
시부야 호텔 엔,2023-09-30,2023-10-01,도쿄,호텔,7.8,3성급,334890
인터컨티넨탈 도쿄 베이,2023-09-30,2023-10-01,도쿄,호텔,8.5,5성급,545690
우라야스 브라이튼 호텔 도쿄베이,2023-09-30,2023-10-01,도쿄,호텔,8.6,4성급,180615
아고라 긴자,2023-09-30,2023-10-01,도쿄,호텔,8.7,4성급,189662
호텔 무스 긴자 메이테쓰,2023-09-30,2023-10-01,도쿄,호텔,8.5,3성급,166276
센츄리온 호텔&스파 우에노 스테이션,2023-09-30,2023-10-01,도쿄,호텔,7.8,3성급,198800
렘브란트 캐빈 신주쿠 신-오쿠보,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,44531
루마 인 로쿠고도테,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,64143
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,53774
이마노 도쿄 긴자 호스텔,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
도쿄 게스트 하우스 이타바시-주쿠,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,20889
&앤드 호스텔 미나미센쥬,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,34182
이마노 도쿄 호스텔,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,34012
&앤드 호스텔 쿠라마에 웨스트,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,32258
타임즈 인 도쿄,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,45771
언플랜 신주쿠,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,31367
야마테 레스트 하우스 (남성 전용),2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,31020
타임 쉐어링 스테이 아사쿠사,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,48467
하우스 이케부쿠로,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,55913
더 쉐어 호텔 류로 도쿄 기요스미,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,39779
나고미,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,70945
신주쿠 스카이캡슐 호텔,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,40291
호텔 오울 도쿄 신바시,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,15327
그레이프하우스 고엔지,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",9.1,1성급,62667
사쿠라 호스텔 아사쿠사 도쿄,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,23732
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,34568
언플랜 카구라자카,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,51751
포커스 쿠라마에,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,35579
오크 호텔 에도,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,52822
도-씨 에비스,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,35225
코뮌 시부야 (남성 전용),2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,40624
도쿄-W-인 아사쿠사,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,30258
Bnb플러스 코스테룬 아키바 (여성 전용),2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,32422
알몬드 호스텔 & 카페 시부야,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,38082
&앤드 호스텔 아키하바라,2023-09-01,2023-09-02,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,40604
렘브란트 캐빈 신주쿠 신-오쿠보,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,51687
루마 인 로쿠고도테,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,89831
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,58960
이마노 도쿄 긴자 호스텔,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,64569
&앤드 호스텔 미나미센쥬,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,39309
이마노 도쿄 호스텔,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,34012
&앤드 호스텔 쿠라마에 웨스트,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,37046
타임즈 인 도쿄,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,46151
언플랜 신주쿠,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,30634
야마테 레스트 하우스 (남성 전용),2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,31761
타임 쉐어링 스테이 아사쿠사,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,50972
더 쉐어 호텔 류로 도쿄 기요스미,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,45462
나고미,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,79195
신주쿠 스카이캡슐 호텔,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,39457
그레이프하우스 고엔지,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",9.1,1성급,62125
사쿠라 호스텔 아사쿠사 도쿄,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,23442
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,40511
포커스 쿠라마에,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,42501
오크 호텔 에도,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,48685
도-씨 에비스,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,47805
코뮌 시부야 (남성 전용),2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,42366
도쿄-W-인 아사쿠사,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,30784
Bnb플러스 코스테룬 아키바 (여성 전용),2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,32422
알몬드 호스텔 & 카페 시부야,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,57141
&앤드 호스텔 아키하바라,2023-09-02,2023-09-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,45318
렘브란트 캐빈 신주쿠 신-오쿠보,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,37908
루마 인 로쿠고도테,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,58007
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,44810
이마노 도쿄 긴자 호스텔,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,33480
도쿄 게스트 하우스 이타바시-주쿠,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,20889
&앤드 호스텔 미나미센쥬,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,30161
이마노 도쿄 호스텔,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,29760
&앤드 호스텔 쿠라마에 웨스트,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,28463
타임즈 인 도쿄,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,39558
언플랜 신주쿠,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,31367
야마테 레스트 하우스 (남성 전용),2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,24816
타임 쉐어링 스테이 아사쿠사,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,41287
시어터 Zzz,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,30987
하우스 이케부쿠로,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,37275
더 쉐어 호텔 류로 도쿄 기요스미,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,36938
나고미,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,65996
신주쿠 스카이캡슐 호텔,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,29302
호텔 오울 도쿄 신바시,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,13460
그레이프하우스 고엔지,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",9.1,1성급,62667
사쿠라 호스텔 아사쿠사 도쿄,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,22042
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,29959
언플랜 카구라자카,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,35740
포커스 쿠라마에,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,31626
오크 호텔 에도,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,21129
도-씨 에비스,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
코뮌 시부야 (남성 전용),2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,37221
도쿄-W-인 아사쿠사,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,27956
Bnb플러스 코스테룬 아키바 (여성 전용),2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,32422
알몬드 호스텔 & 카페 시부야,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,32811
&앤드 호스텔 아키하바라,2023-09-03,2023-09-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,36737
렘브란트 캐빈 신주쿠 신-오쿠보,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,34180
루마 인 로쿠고도테,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,57317
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,45858
이마노 도쿄 긴자 호스텔,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,33480
도쿄 게스트 하우스 이타바시-주쿠,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,21387
&앤드 호스텔 미나미센쥬,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,29482
이마노 도쿄 호스텔,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,29760
&앤드 호스텔 쿠라마에 웨스트,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,27784
타임즈 인 도쿄,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,39558
언플랜 신주쿠,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,30634
야마테 레스트 하우스 (남성 전용),2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,25409
타임 쉐어링 스테이 아사쿠사,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,40353
시어터 Zzz,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,30987
하우스 이케부쿠로,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,37511
더 쉐어 호텔 류로 도쿄 기요스미,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,36938
나고미,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,65996
신주쿠 스카이캡슐 호텔,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,25639
호텔 오울 도쿄 신바시,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,13829
사쿠라 호스텔 아사쿠사 도쿄,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,22352
언플랜 카구라자카,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,34913
언플랜 카구라자카,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,34913
포커스 쿠라마에,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,32380
오크 호텔 에도,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,24883
도-씨 에비스,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
코뮌 시부야 (남성 전용),2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,36411
도쿄-W-인 아사쿠사,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,28271
Bnb플러스 코스테룬 아키바 (여성 전용),2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,32422
알몬드 호스텔 & 카페 시부야,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,33557
&앤드 호스텔 아키하바라,2023-09-04,2023-09-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,35877
렘브란트 캐빈 신주쿠 신-오쿠보,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,36316
루마 인 로쿠고도테,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,57485
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,44599
이마노 도쿄 긴자 호스텔,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,33480
도쿄 게스트 하우스 이타바시-주쿠,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,20889
&앤드 호스텔 미나미센쥬,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,30161
이마노 도쿄 호스텔,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,29760
&앤드 호스텔 쿠라마에 웨스트,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,28463
타임즈 인 도쿄,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,39558
언플랜 신주쿠,2023-09-05,2023-09-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,31367
