호텔명,입실,퇴실,지역,숙박유형,별점,등급,가격
하우스 이케부쿠로,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,42866
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,132977
나고미,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,67646
신주쿠 스카이캡슐 호텔,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,32876
호텔 오울 도쿄 신바시,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,20338
그레이프하우스 고엔지,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",9.1,1성급,75201
사쿠라 호스텔 아사쿠사 도쿄,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,21829
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,25350
포커스 쿠라마에,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,19766
오크 호텔 에도,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,25439
도-씨 에비스,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
코뮌 시부야 (남성 전용),2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,32062
도쿄-W-인 아사쿠사,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,23416
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,46763
알몬드 호스텔 & 카페 시부야,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,48714
&앤드 호스텔 아키하바라,2023-08-02,2023-08-03,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,19335
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,33399
루마 인 로쿠고도테,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,41926
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,49134
이마노 도쿄 긴자 호스텔,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
도쿄 게스트 하우스 이타바시-주쿠,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,19747
&앤드 호스텔 미나미센쥬,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,19655
이마노 도쿄 호스텔,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,29760
&앤드 호스텔 쿠라마에 웨스트,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,18523
타임즈 인 도쿄,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,54353
언플랜 신주쿠,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,33259
무스타드 호텔 시부야,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,104214
야마테 레스트 하우스 (남성 전용),2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,25409
타임 쉐어링 스테이 아사쿠사,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,24787
시어터 Zzz,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,28586
하우스 이케부쿠로,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,55641
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,132977
나고미,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,67646
신주쿠 스카이캡슐 호텔,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,32876
사쿠라 호스텔 아사쿠사 도쿄,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,22352
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,24757
언플랜 카구라자카,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,52618
포커스 쿠라마에,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,20238
오크 호텔 에도,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,26025
도-씨 에비스,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
코뮌 시부야 (남성 전용),2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,31364
도쿄-W-인 아사쿠사,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,23923
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,46763
알몬드 호스텔 & 카페 시부야,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,41643
&앤드 호스텔 아키하바라,2023-08-03,2023-08-04,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,18883
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,43372
루마 인 로쿠고도테,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,98546
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,51212
이마노 도쿄 긴자 호스텔,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
도쿄 게스트 하우스 이타바시-주쿠,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,38970
&앤드 호스텔 미나미센쥬,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,24129
이마노 도쿄 호스텔,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,34012
&앤드 호스텔 쿠라마에 웨스트,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,26566
타임즈 인 도쿄,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,59337
언플랜 신주쿠,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,44810
무스타드 호텔 시부야,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,126823
야마테 레스트 하우스 (남성 전용),2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,31020
타임 쉐어링 스테이 아사쿠사,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,26076
시어터 Zzz,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,30987
하우스 이케부쿠로,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,36033
나고미,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,72595
신주쿠 스카이캡슐 호텔,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,29302
사쿠라 호스텔 아사쿠사 도쿄,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,21829
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,32263
언플랜 카구라자카,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,36833
포커스 쿠라마에,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,23719
오크 호텔 에도,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,27652
도-씨 에비스,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,32709
코뮌 시부야 (남성 전용),2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,40624
도쿄-W-인 아사쿠사,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,29468
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,49882
알몬드 호스텔 & 카페 시부야,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,61801
&앤드 호스텔 아키하바라,2023-08-04,2023-08-05,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,23202
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,49024
루마 인 로쿠고도테,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,94703
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,62236
도쿄 게스트 하우스 이타바시-주쿠,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,38970
&앤드 호스텔 미나미센쥬,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,29482
&앤드 호스텔 쿠라마에 웨스트,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,31489
타임즈 인 도쿄,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,58930
언플랜 신주쿠,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,45950
무스타드 호텔 시부야,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,368646
타임 쉐어링 스테이 아사쿠사,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,31858
시어터 Zzz,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,29801
하우스 이케부쿠로,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,40636
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,42621
나고미,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,80844
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,42762
포커스 쿠라마에,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,40475
도-씨 에비스,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,42773
도쿄-W-인 아사쿠사,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,40836
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,59234
알몬드 호스텔 & 카페 시부야,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,67248
더 글로벌 호텔 도쿄,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.6,2성급,44038
Bnb+ 아사쿠사 구라마에,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,48147
캡슐 호텔 안신 오야도 아키하바라,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,84244
캡슐 호텔 안신 오야도 신바시,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,42245
플랫 호스텔 게이큐 아사쿠사 가린,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,1성급,105488
플랫 호스텔 게이큐 아사쿠사 스테이션,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,2성급,29732
나인 아워스 우먼 칸다,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,67095
도-C 고탄다,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.8,2성급,50888
도쿄 아트 하우스,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,2성급,64828
시탄 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,2성급,45013
더 워드로브 호스텔 포레스트 시모키타자와,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.2,1성급,37545
캡슐 호텔 안신 오야도 신바시 시오도메 (성인 남성 전용),2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,95493
Bnb+ 우에노 오카치마치,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.0,1성급,54061
오크 호스텔 후지 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,1성급,40922
탑 엣지 호스텔 코엔지,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,1성급,27474
누이 호스텔 & 바 라운지,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.6,1성급,38362
스파&캡슐 호텔 그랜드파크 인 기타센주,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,30286
1 나이트 1980 호스텔 도쿄 아사쿠사 심플 스테이,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.6,1성급,17726
Bnb+ 시크리트 베이스 메지로,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,1성급,59234
플랫 호스텔 게이큐 하네다 홈,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,33548
도쿄 게스트하우스 2020,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,65930
오비 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.6,1성급,38971
호텔 야나기바시,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,2성급,95224
캡슐 호텔 안신 오야도 오기쿠보,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,52772
bnb+ 간다 테라스 오가와마치,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,48655
캡슐 호텔 310,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.2,1성급,26372
에도 도쿄 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.0,1성급,18886
Bnb플러스 와 신바시 인터내셔널,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.4,1성급,54156
팔레트 타카시마다이라,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",5.9,2성급,35511
망가 아트 호텔 도쿄,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,62228
도쿄 게스트하우스 2020,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,65930
오비 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.6,1성급,38971
호텔 야나기바시,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,2성급,95224
캡슐 호텔 안신 오야도 오기쿠보,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,52772
bnb+ 간다 테라스 오가와마치,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,48655
캡슐 호텔 310,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.2,1성급,26372
에도 도쿄 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.0,1성급,18886
Bnb플러스 와 신바시 인터내셔널,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.4,1성급,54156
팔레트 타카시마다이라,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",5.9,2성급,35511
망가 아트 호텔 도쿄,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,62228
도쿄 게스트하우스 2020,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,65930
오비 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.6,1성급,38971
호텔 야나기바시,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,2성급,95224
캡슐 호텔 안신 오야도 오기쿠보,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,52772
bnb+ 간다 테라스 오가와마치,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,48655
캡슐 호텔 310,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.2,1성급,26372
에도 도쿄 호스텔,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.0,1성급,18886
Bnb플러스 와 신바시 인터내셔널,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",6.4,1성급,54156
팔레트 타카시마다이라,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",5.9,2성급,35511
망가 아트 호텔 도쿄,2023-08-05,2023-08-06,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,62228
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,38761
루마 인 로쿠고도테,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,45070
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,48011
이마노 도쿄 긴자 호스텔,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
도쿄 게스트 하우스 이타바시-주쿠,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,19287
&앤드 호스텔 미나미센쥬,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,20107
&앤드 호스텔 쿠라마에 웨스트,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,18975
타임즈 인 도쿄,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,52744
언플랜 신주쿠,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,35848
무스타드 호텔 시부야,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,142298
야마테 레스트 하우스 (남성 전용),2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,24816
타임 쉐어링 스테이 아사쿠사,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,21730
시어터 Zzz,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,29243
하우스 이케부쿠로,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,25471
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,36938
나고미,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,67646
신주쿠 스카이캡슐 호텔,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,29302
호텔 오울 도쿄 신바시,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,20338
사쿠라 호스텔 아사쿠사 도쿄,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,147782
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,25350
언플랜 카구라자카,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,29854
포커스 쿠라마에,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,19766
오크 호텔 에도,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,25439
도-씨 에비스,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
코뮌 시부야 (남성 전용),2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,32062
도쿄-W-인 아사쿠사,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,24340
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,46763
알몬드 호스텔 & 카페 시부야,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,36764
&앤드 호스텔 아키하바라,2023-08-06,2023-08-07,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,19335
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,35486
루마 인 로쿠고도테,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,41433
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,49134
이마노 도쿄 긴자 호스텔,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
도쿄 게스트 하우스 이타바시-주쿠,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,19747
&앤드 호스텔 미나미센쥬,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,2성급,19655
이마노 도쿄 호스텔,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,2성급,29760
&앤드 호스텔 쿠라마에 웨스트,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,18523
타임즈 인 도쿄,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",6.3,2성급,52744
언플랜 신주쿠,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.7,2성급,35010
무스타드 호텔 시부야,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,109262
야마테 레스트 하우스 (남성 전용),2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",6.2,1성급,25409
타임 쉐어링 스테이 아사쿠사,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.1,1성급,21238
하우스 이케부쿠로,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.5,1성급,30008
더 쉐어 호텔 류로 도쿄 기요스미,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.8,3성급,36938
나고미,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,1성급,67646
신주쿠 스카이캡슐 호텔,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",6.7,1성급,25639
호텔 오울 도쿄 신바시,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,1성급,20896
그레이프하우스 고엔지,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",9.1,1성급,74550
사쿠라 호스텔 아사쿠사 도쿄,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,22352
신주쿠 쿠야쿠쇼마에 캡슐 호텔,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",6.9,1성급,24757
언플랜 카구라자카,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.0,1성급,29163
포커스 쿠라마에,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.9,2성급,20238
오크 호텔 에도,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,26025
도-씨 에비스,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.4,2성급,27678
도쿄-W-인 아사쿠사,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,27543
Bnb플러스 코스테룬 아키바 (여성 전용),2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",10.0,2성급,46763
알몬드 호스텔 & 카페 시부야,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.8,1성급,36252
&앤드 호스텔 아키하바라,2023-08-07,2023-08-08,도쿄,"게스트하우스,캡슐호텔,호스텔",7.5,2성급,18883
렘브란트 캐빈 신주쿠 신-오쿠보,2023-08-08,2023-08-09,도쿄,"게스트하우스,캡슐호텔,호스텔",9.7,1성급,33399
루마 인 로쿠고도테,2023-08-08,2023-08-09,도쿄,"게스트하우스,캡슐호텔,호스텔",7.3,2성급,40940
캡슐 호텔 안신 오야도 신주쿠 (성인 남성 전용),2023-08-08,2023-08-09,도쿄,"게스트하우스,캡슐호텔,호스텔",8.2,1성급,48011
이마노 도쿄 긴자 호스텔,2023-08-08,2023-08-09,도쿄,"게스트하우스,캡슐호텔,호스텔",8.3,2성급,38263
